id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
6724,0,1,比较运算符中的大于等于符号是哪一个?( ),>,<=,>=,> and ==,C,大于等于符号是>=.,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-07/8489206429289504768.mp4?sign=c1f633dd05a6010505fbc72841e6a431,"9,",1,0,0,比较运算符,0,0
6730,0,1,print(13 + 6 / 2 == 16)的结果是?( ),16.0,16,True,False,C,"13 + 6 /2 的运算结果是16.0,16.0 == 16的结果是True.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-09/8489206435358662656.mp4?sign=9ad357486a7f42094f9929c894e613ae,"9,",2,0,0,运算符的运算,0,0
6732,0,1,turtle绘图中可以回到原点的命令是?( ),turtle.done(),turtle.home(),turtle.setup(),turtle.dot(),B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-09/8489206434897289216.mp4?sign=08d6d9f709374fca5112d4cf0a8774b0,"9,",2,0,0,turtle库,0,0
6735,0,1,"turtle绘图中设置画笔宽度5像素,绘制的线条颜色为red的命令是?( )","turtle.size(5)turtle.pencolor(""red"")","turtle.size(5) turtle.color(""red"")","turtle.pensize(5) turtle.pencolor(""red"")","turtle.penwidth(5) turtle.color(""red"")",C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-10/8489206441742393344.mp4?sign=62f4aa54883c540740372cc08c0c9eeb,"9,",2,0,0,turtle库的画笔体系,0,0
6738,0,1,"下列选项中,代码会报错的是?( )",print('banana' + 'apple'),print('banana' - 'ana'),print('banana' * 100),print('banana' + str(6)),B,字符串之间不能使用减法.,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-11/8489206443474640896.mp4?sign=fbb0e30a8e757bd406abf3dfba1d7b4d,"9,",3,0,0,编程基础,0,0
6741,0,1,"下列选项中,不可以控制turtle移动的语句是?( )",turtle.forward(),turtle.goto(),turtle.backward(),turtle.hideturtle(),D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-47-01/21.mp4?sign=d2d6e5b5b8c911442c5d29d9fed4fe1e,"9,",2,0,0,turtle库,0,0
6746,0,1,"想要画出如下图形,第④行代码应该是?( ) ① import turtle ② t = turtle.Turtle() ③ t.forward(100) ④ ⑤ t.forward(100)",t.left(90),t.right(90),t.left(180),t.right(-90),B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-53-05/22.mp4?sign=7de670393cbce8906b813612abf3d17d,"9,",2,0,0,turtle库的画笔体系,0,0
6752,0,1,下列程序绘制的是一个什么图形?( ) import turtle turtle.forward(100) turtle.left(90) turtle.forward(50) turtle.left(90) turtle.forward(100) turtle.left(90) turtle.forward(50) turtle.left(90),正方形,菱形,长方形,三角形,C,"根据运动情况,最终效果是一个长方形",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-53-16/23.mp4?sign=c13001ee669d53ddcfcc468882b24c84,"9,",2,0,0,turtle库的画笔体系,0,0
6777,0,1,下列属于Python保留字的是?( ),If,For,Else,None,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-53-25/24.mp4?sign=b7e492586c935ce2322242885d3c6b52,"9,",1,0,0,保留字,0,0
6778,0,1,"下面的运算符中,按照运算优先级哪一个是最高级?( )",==,*,and,<,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-53-34/25.mp4?sign=4fa3fc3cb887a4d709a3f0cfda6c7b3d,"9,",2,0,0,运算符的优先级,0,0
6779,1,3,运行下列python代码后可绘制出下面的半径为50的圆形.( ) import turtle turtle.color('red') turtle.penup() turtle.circle(50) turtle.pendown(),,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-55-25/26.mp4?sign=3e545762d59735514c25c9523cf9c86e,"9,",,0,0,,0,0
6780,0,3,"Python源文件以.Py及.Pyw作为文件扩展名,但它实际上是一个文本文件,在保存时可以使用任何名字来进行文件命名.( )",,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-55-33/27.mp4?sign=0d44796a564a69e9b951e8a4f8fb9067,"9,",,0,0,,0,0
6781,0,3,"a,b=1是一条合法的赋值语句,将1分别赋值给变量a和b.( )",,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-55-51/28.mp4?sign=a3cd6767599c23059656179be8300264,"9,",,0,0,,0,0
6782,0,3,turtle.backward(-100)可以让turtle往头朝向的方向前进100. ( ),,,,,1,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-55-41/29.mp4?sign=7a935640d2cdb1207cb7a8e962e26e21,"9,",,0,0,,0,0
6783,0,3,"使用下边的代码,可以打印出图片展示的结果.( ) print(""春,夏. 秋,冬."")","python代码中,双引号之间的字符串是不允许换行的,所以题目中的代码运行会报错.",,,,0,"python代码中,双引号之间的字符串是不允许换行的,所以题目中的代码运行会报错.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-10-55-59/30.mp4?sign=1e511ae02cd7726e226f79861fb60e65,"9,",,0,0,,0,0
6784,0,3,Python只能在自带的IDLE上面运行.( ),,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-11/8489206446721032192.mp4?sign=3405657ed59c44fca9693673b93f05ee,"9,",,0,0,,0,0
6785,0,3,"Abc,aBc,abC是三个不同的变量.( )",,,,,1,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-12/8489206447887048704.mp4?sign=16417c211b5ec8376882ba3de1b0d796,"9,",,0,0,,0,0
6787,0,3,"print('I\'m ok. ')因为有三个单引号,所以程序是错误的.( )",,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-13/8489206452890853376.mp4?sign=0db286bc2132112bbb0742f52c6bfb09,"9,",,0,0,,0,0
6788,0,3,表达式not 6>2的值为True.( ),,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-14/8489206456665726976.mp4?sign=a9bd4e825c95c754ebe4bc07bca0fa6c,"9,",,0,0,,0,0
6790,0,3,"Python语言简洁,易懂,库文件丰富,可以用在很多应用领域 .( )",,,,,1,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-12-20-19-14/8489206457248735232.mp4?sign=aaab205b405227403525a747c147c906,"9,",,0,0,,0,0
6793,1,4,""" 天狗吃月亮 ""是一个古老的神话 , 以前古人不了解月食 这一现象 ,所以说月亮被狗吃了 , 天狗吃月亮是古人对 "" 月食 "" 这一天文现象的简称.月食是自然界的一种现象,当太阳,地球,月球三者恰好或几乎在同一条直线上时(地球在太阳和月球之间),太阳到月球的光线便会部分或完全地被地球遮挡,产生月食.请你设计一段程序完成下列图片的月食现象. 要求 : (1)海龟的初始位置的坐标为(0,0),月食现象的图片需在整个画布中完整呈现; (2)月食现象由两个圆或点组成,分别为半径不同的黄色和白色的圆或点; (3)绘制半径为150的圆或点,并填充颜色为黄色,该图形的中心位置为画布的正中心位置(0,0); (4)绘制半径为75的圆或点,并填充颜色为白色,该图形的中心位置坐标为(150,0).",,,,,"<p class=""MsoNormal"" align=""justify"" style=""text-align: justify;""><span><strong>参考程序:</strong></span></p><p class=""MsoNormal"" align=""justify"" style=""text-align: justify;"">import turtle</p><p class=""MsoNormal"" align=""justify"" style=""text-align: justify;"">turtle.color(""yellow"")</p><p class=""MsoNormal"" align=""justify"" style=""text-align: justify;"">turtle.dot(300)</p><p class=""MsoNormal"" align=""justify"" style=""text-align: justify;"">turtle.forward(150)</p><p class=""MsoNormal"" align=""justify"" style=""text-align: justify;"">turtle.color(""white"")</p><p class=""MsoNormal"" align=""justify"" style=""text-align: justify;"">turtle.dot(150)</p>","评分标准: (1) 正确导入turtle库;(2分) (2) 正确绘制半径为150的圆或点,这里使用turtle.circle()指令,turtle.dot()指令均可;(2分) (3)黄色的园(或者点)坐标位置正确;(2分) (4)正确填充颜色为黄色;(3分) (5) 正确移动至坐标(150,0);(4分) (6) 正确绘制半径为75的圆或点, 这里使用turtle.circle()指令,turtle.dot()指令均可;(4分) (7) 正确填充颜色为白色.(3分)",,"9,",,0,0,,0,0
6794,0,4,"计算长方形的面积 要求: (1)利用input()语句输入长方形的长和宽; (2)利用运算符*,求得长方形的面积; (3)利用print()语句输出长方形的面积. 输入格式: 第一次输入一个数字,代表长方形的长; 第二次输入一个数字,代表长方形的宽. (输入有相应的提示信息, 如:'请输入长方形的长:' ) 输出格式: 输出长方形的面积.(输出有相应的提示信息,如:'长方形的面积为:')",,,,,<p><span><strong>参考程序:</strong></span></p><p>a=eval(input('请输入长方形的长:'))&nbsp;&nbsp;</p><p><span>b=eval(input('请输入长方形的宽:'))</span><br><span>s=a*b</span><br><span>print('长方形的面积为:'+str(s))</span></p>,"评分标准: (1) 用input()输入长方形的长和宽(2分),并且带有提示信息;(1分) (2) 将输入的长宽转换为int或者eval数据类型;(2分) (3) 利用运算符*计算出面积;(2分) (4) 用print()输入长方形的面积(2分),并带有提示信息.(1分)",,"9,",,0,0,,0,0
