id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,analyzeVideo,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
7248,0,1,下面哪条语句不能输出:原创精神:自主可控!自主可控!自主可控!( ),print('原创精神:自主可控!自主可控!自主可控!'),print('原创精神:'+'自主可控!'*3),print('原创精神:自主可控!'*3),print('原创精神:'+'自主可控!'*2+'自主可控!'),C,C选项的的输出结果是 原创精神:自主可控!原创精神:自主可控!原创精神:自主可控!不符合题目输出要求. 知识点:输出字符串运算结果,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-05/8489410009602678784.mp4?sign=ffe739c15c97254047039604dd3f4059,"9,",1,0,0,print方法,0,0
7249,0,1,"在 IDLE 开发环境中,默认是以多少个空格作为代码的基本缩进单位?( )",1,2,3,4,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-05/8489410008923201536.mp4?sign=ad9d489641b7372596be88066b7d6b06,"9,",2,0,0,编程环境,0,0
7250,0,1,"turtle绘图中,设置画布高度500像素,宽度500像素,初始位置为(0,0)的代码是?( )","turtle.screensize(500,500,0,0)","turtle.screensize(0,0,500,500)","turtle.setup(0,0,500,500)","turtle.setup(500,500,0,0)",D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-06/8489410013822148608.mp4?sign=5c8335572f45ecf01f4608edeec1218e,"9,",2,0,0,turtle库的画笔体系,0,0
7251,0,1,下列变量名正确的是?( ),54_name,name?,_name,'name',C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-06/8489410015827025920.mp4?sign=e7e04740651fb0189898b37ee832e79b,"9,",1,0,0,变量及变量名,0,0
7252,0,1,"想要计算456除以13的余数,可以使用的符号是?( )",*,%,//,#,B,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-06/8489410017030791168.mp4?sign=47121219310f161a907ed3200812253a,"9,",1,0,0,运算符的运算,0,0
7253,0,1,"下列运算符中,优先级最高的是?( )",!=,and,*=,*,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-07/8489410019375407104.mp4?sign=84e923eb361dfb27689e40e504998702,"9,",2,0,0,运算符的优先级,0,0
7260,0,1,"已知变量a = 7,b = 8,执行语句a *= a + b后,变量a的值为?( )",15,22,8,105,D,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-09/8489410028841951232.mp4?sign=87f04cee619191475ffe21cafe37b2c6,"9,",2,0,0,赋值运算符,0,0
7261,0,1,"关于下面程序,描述正确的是?( ) import turtle
turtle.goto(100,100)
turtle.goto(100,-100)
turtle.goto(-100,-100)
turtle.goto(-100,100)","运行代码后,会画出一个正方形.","运行代码后,会画出一个正方形以及一条从(0, 0)到(100, 100)的连线.","运行代码后,turtle面朝方向是水平向右.","import turtle
turtle.goto(100,100)
turtle.goto(100,-100)
turtle.goto(-100,-100)
turtle.goto(-100,100) "" select_answer="" 运行代码后,会画出一个正方形. 运行代码后,会画出一个正方形以及一条从(0, 0)到(100, 100)的连线. 运行代码后,turtle面朝方向是水平向右. 运行代码后,turtle面朝方向是竖直向上. "" question_score=""2.00"" tag_question="""" class=""layui-table""> 运行代码后,turtle面朝方向是竖直向上.",C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-10/8489410029882138624.mp4?sign=5696bee7e1f7130a4cc48c260a576644,"9,",2,0,0,turtle库的画笔体系,0,0
7263,0,1,"运行下列代码,输出区会打印出?( ) a = int(3.2)
print(a)",3,"程序运行错误,没有输出.",3.3,True,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-10/8489410032549715968.mp4?sign=a1c4c137957e7673116fc75d3aed79a1,"9,",2,0,0,print方法,0,0
7264,0,1,下列关于python语言说法正确的是?( ),Python采用代码缩进和冒号':'区分代码之间的层次.,"在IDLE编写代码时,使用中文输入代码中的小括号或者双引号,任何位置都不会产生语法错误.","Python32位和64位的安装包没有区别,可以任意使用一个.","Pycharm和Microsoft Visual Studio都可以用来编写Python程序,但是语法和IDLE不一致.",A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-11/8489410037637406720.mp4?sign=0bfbdad27821b605a43699797ec317d2,"9,",2,0,0,编程环境,0,0
7266,1,1,"小明家在A点的位置,学校在B点的位置,如果不绕路,从A到B的路线共有几条?( )",1,2,4,6,C,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-11/8489410036190371840.mp4?sign=94b2da5d69791796cf55371beab7d2e8,"9,",3,0,0,turtle库的画笔体系,0,0
7267,0,1,下列程序的输出结果是?( ) a=4 b=3 c=2 print(a*b**c),24,144,36,12,C,"算数运算符的优先级,幂运算优先于乘法,所以应该是4*(3**2),结果为36",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-12/8489410038899892224.mp4?sign=b12ba0e2913c9f061f5b566f7506dfbb,"9,",2,0,0,运算符的运算,0,0
7269,0,1,"已知a=4,b=2,执行语句a*=a-b后,变量a的值是?( )",8,2,14,16,A,"a*=a-b等价于a=a*(a-b),所以结果为8",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-12/8489410041290645504.mp4?sign=2d2509c73e1363a2f92b3987f45b8564,"9,",3,0,0,赋值运算符,0,0
7274,0,1,print(20 or 15<20)的输出结果为?( ),True,False,20,15,C,"根据or运算的规则,当or前面的值为True,则整个运算值为前面的值.本题很容易搞成返回值为True",,"9,",2,0,0,逻辑运算符,0,0
7275,0,1,"在式子:2(  )2;中间括号里填写哪个数学运算符,结果不等于4?( )",//,**,*,+,A,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-12/8489410042209198080.mp4?sign=3cedc4584e1c3597fda3f5c41cfeef67,"9,",2,0,0,运算符的运算,0,0
7276,0,3,then 属于 Python 的保留字.( ),,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-13/8489410043601707008.mp4?sign=6e20cdb51b7db38f53f7cc6af932c79f,"9,",,0,0,,0,0
7278,0,3,"在 Python shell 中输出"" Hello ,我的新朋友,很高兴认识你!"",正确的语句是 print(Hello ,我的新朋友,很高兴认识你! ) .( )",,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-13/8489410045149405184.mp4?sign=28cdd651cbac5af5961e6b9bc0415700,"9,",,0,0,,0,0
7279,0,3,"在 Python 中, "" 2022 "" 与 2022 都属于字符串.( )",,,,,0,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-13/8489410045484949504.mp4?sign=68944277e70c6bbbf27c141fe1a7cdd8,"9,",,0,0,,0,0
7281,0,3,"在 turtle 绘图中,默认的形状是一个小海龟,有些程序完成后需要将小海龟进行隐藏,可以使用 turtle.hideturtle() 指令进行隐藏.( )",,,,,0,"默认的不是小海龟,默认的画笔形状为箭头.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-14/8489410047414329344.mp4?sign=2b3514231136b1e27571d2b9e0c45b43,"9,",,0,0,,0,0
7282,0,3,"如果想要将a=2 与 b=3的两个变量赋值写在一行指令中,可以写成  a=2;b=3 的格式 .( )",,,,,1,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-14/8489410048181886976.mp4?sign=d849c0ea699b11e25a5aa84ee4831e34,"9,",,0,0,,0,0
7283,0,3,"print(type(6/1.8)) 输出结果为<class ""float"">.( )",,,,,1,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-14/8489410049238851584.mp4?sign=ff56e070298e4dbdad1a9b7274f2f3ee,"9,",,0,0,,0,0
7285,0,3,"运行下面代码,可以在海龟画图窗口上画一个黑色边框,红色填充的圆 .( ) import turtle turtle.penup() turtle.begin_fill() turtle.color('black', 'red') turtle.circle(100) turtle.end_fill() turtle. pen down() turtle.forward(100)",,,,,0,"开始画圆前写了 penup() 功能,让画笔抬起了,画完圆后在才使用 pendown() 功能让画笔落下,所以画出的是一条线段,并不是圆.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-15/8489410052665597952.mp4?sign=612ea02766c3a3d6ad69f368dcbbfc6f,"9,",,0,0,,0,0
7286,0,3,"可以用运算符*连接两个字符串,表示将两个字符串拼接到一起. ( )",,,,,0,"*号是乘法运算符,用在字符串中,只能链接字符串s和数字n,表示将字符串s重复n次.",https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-15/8489410051734462464.mp4?sign=7c103716f693ef8a76752e1e1f5dac6c,"9,",,0,0,,0,0
7287,0,3,在 Linux系统上可以运行python.( ),,,,,1,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-15/8489410053588344832.mp4?sign=de92d10c0f53a0778c0c6325e202ba32,"9,",,0,0,,0,0
7288,0,3,Python启动后显示的提示符是>>> ( ),,,,,1,,https://minio.liankexue.cn/npsc-common-bucket/default/2024-06-13-09-48-15/8489410054599172096.mp4?sign=c4762f2ba37a623e667a5157c86bdba6,"9,",,0,0,,0,0
7290,1,4,"每个人都知道自己的鞋码,但是不知道自己的脚长,请写一个程序,帮助大家利用鞋码算出脚长. 要求: 1.允许用户输入自己的鞋码,并有提示语'请输入你的鞋码:',不需要包括单引号; 2.计算鞋码,脚长 = (鞋码 + 10) / 2; 3.输出脚长,并有提示语'你的脚长是(单位:厘米):',不需要包括单引号. 示例: 输入:38 输出:你的脚长是(单位:厘米):24.0",,,,,"<p><span><strong>参考程序:</strong></span></p><p><span><strong><img src=""https://www.qceit.org.cn/fileroot/question/175725a8-27fb-4829-9038-eadd2f92051a/image/20220507/20220507160857_3074.jpeg"" alt="""" width=""400"" height=""92"" title="""" align=""""></strong></span></p>","评分标准: (1) 有输入语句;(3分) (2) 有输出语句;(1分) (3) 有类型转化语句,并且类型转换正确,否则该项分数为0;(2分) (4) 有计算语句,并且计算正确,如果计算错误该项分数为0;(2分) (5) 程序符合题目要求,运行正确.(2分)",,"9,",,0,0,,0,0
7292,1,4,"按照要求绘制一个五角星: (1)海龟初始位置的坐标为(0,0); (2)设置画笔大小为5, (3)画笔颜色为红色(red); (4)五角星填充颜色为黄色(yellow). (5)五角星大小不限,但是要能清晰看出是五角星,并且完全在考试平台上显示出来. 提示:五角星每个角为36度.",,,,,"<p><span><strong>参考程序:</strong></span></p><p>import turtle<br>turtle.pensize(5)<br>turtle.pencolor(""red"")<br>turtle.fillcolor(""yellow"")<br>turtle.begin_fill()<br>turtle.forward(200)<br>turtle.right(144)<br>turtle.forward(200)<br>turtle.right(144)<br>turtle.forward(200)<br>turtle.right(144)<br>turtle.forward(200)<br>turtle.right(144)<br>turtle.forward(200)<br>turtle.end_fill()</p>","评分标准: (1)海龟初始位置的坐标为(0,0);    (2分) (2)有绘制线条;     (2分) (3)画笔颜色设定为红色(red);       (2分) (4)画笔大小为5;   (3分) (5)五角星填充颜色为黄色(yellow);      (3分) (6)能写出turtle.left(144)或者turtle.right(144);    (2分) (7)能完全显示在考试平台(2分) (8)画出完整的五角星.   (4分)",,"9,",,0,0,,0,0
