id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
7012,0,3,"小明编写了代码一,小红看到后说:""我写的代码二,打印出来的结果与小明的代码一相同"".请判断,小红所说对吗?( ) 代码一: f = open(' 成绩 .csv', 'r') for i in f: a = i.strip('\n').split(',') print(a) f.close 代码二: f = open(' 成绩 .csv', 'r') a = [] for i in f: a.append(i.strip('\n').split(',')) f.close print(a)",,,,,0,"小明的代码一,每次循环都会读取文档的下一行,并将该行用英文逗号切分成列表,再打印出来;小红的代码二,是读取每一行,以英文逗号切分为列表,并追加到列表变量a的尾巴后面,最后再打印变量a.两者打印出的结果不同.","12,",,0,0,,0,0
7013,0,3,"有一个名为 ""身体素质 .csv ""的文件,内容 为学生的姓名,身高和体重,文件内容如下 : 李四 ,127,32 王五 ,131,34 赵六 ,129,33 小明想编写代码,在整个文件的首行,插入数据 ""张三 ,133,36 "",他编写了如下代码,请判断,代码能正确运行吗?( ) f = open(' 身体素质 .csv', 'a') f.seek(0,0)  # 用 seek() 方法,将文件指针移动到整个文件的最前面. f.write(' 张三 ,133,36\n') f.close()",,,,,0,"open()函数的参数'a',是追加数据到文件末尾,seek()函数虽然能移动读取文件时的指针位置,但并不能移动写入文件时的位置,所以答案为错误.","12,",,0,0,,0,0
7014,0,3,"使用异常处理的方式执行程序时,当try里面的程序出现数据类型输入错误时,执行except ZeroDivisionError下面的语句;当try里面的程序出现除数为零的错误时,执行except ValueError下面的语句.( )",,,,,0,"当try里面的程序出现数据类型输入错误时,执行except ValueError下面的语句;当try里面的程序出现除数为零的错误时,执行except ZeroDivisionError下面的语句.","12,",,0,0,,0,0
7015,0,3,八进制数0o10转化成十六进制数为0x8.( ),,,,,1,"二进制,十进制,十六进制的概念及互相转换,并且会Python中的数制转换函数.","12,",,0,0,,0,0
7016,0,3,"执行代码print(type(0x20)),运行结果是<class 'int'> .( )",,,,,1,了解八进制数也是一个整型,"12,",,0,0,,0,0
7017,0,3,divmod()函数执行结果是返回一个包含商和余数的元组.( ),,,,,1,divmod()函数执行结果是返回一个包含商和余数的元组.,"12,",,0,0,,0,0
7018,0,3,"all()函数用于判断给定的可迭代参数中的所有元素是否都为False,若是返回True,否则返回False.( )",,,,,0,"all()函数用于判断给定的可迭代参数中的所有元素是否都为True,若是返回True,否则返回False.","12,",,0,0,,0,0
7019,0,3,"any()函数用于判断给定的可迭代参数中的所有元素是否都为True,若是返回True,否则返回False.( )",,,,,0,"any()函数用于判断给定的可迭代参数中的所有元素是否都为False,若是返回False,否则返回True.","12,",,0,0,,0,0
7020,0,3,有查看函数或模块说明功能的函数是help().( ),,,,,1,"help()函数主要用于查看函数或模块用途的详细说明,返回对象是帮助信息.","12,",,0,0,,0,0
7021,0,3,"小明编写了如下所示的3行代码 : list1 = ['赵','钱','孙','李','周','吴','郑','王'] print(list1[1:-4]) print(list1[1:4]) 小红看到代码后说:""小明,你这代码第2行与第3行,两次运行的print()函数,结果完全相同呀."" 请判断,小红所说,是否正确?( )",,,,,1,"考查学生对列表切片时,切片起始位置,终止位置的理解.本题运行结果,2行Print()都会打印出['钱', '孙', '李'],所以小红所说是正确的.","12,",,0,0,,0,0
7006,0,4,"小明用冒泡排序算法编写了一段代码,请帮他把代码中红色标记的 ①②③ 处,补充完整. a = [8,4,2,11,3,9] n = len(a) for i in range(0, ① ): for j in range(0, ② ): if a[j]>a[ ③ ]: a[j],a[j+1] = a [j+1],a[j] print(a)",,,,,"<p><strong><span>参考程序:</span></strong></p><p><span>a = [8,4,2,11,3,9]</span><br><span>n = len(a)</span><br><span>for i in range(0,&nbsp;</span><strong><span>n</span></strong><span>):</span><br><span>&nbsp; &nbsp; for j in range(0,&nbsp;</span><strong><span>n-i-1</span></strong><span>):</span><br><span>&nbsp; &nbsp; &nbsp; &nbsp; if a[j]&gt;a[</span><span><strong>j+1</strong></span><span>]:</span><br><span>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; a[j],a[j+1] = a[j+1],a[j]&nbsp; &nbsp; &nbsp;&nbsp;</span><br><span>print(a)</span></p>",评分标准: (1) n;   (2分) (2) n-i-1;(4分) (3) j+1 . (4分),"12,",,0,0,,0,0
7008,0,4,"下面程序,按字典序列统计出单词的个数,执行结果如下: are:2 first:2 happy:1 is:3 your:2 请补全下列代码中的 ①②③ ④ 四处. a=['is','happy','is','your','are','first','first','is','are','your'] n=len(a)-1 for i in range(0,n): for j in range(i+1,n+1): if a[i]>a[j]: ① key=a[0] i=1 ans=1 while i<=n: if key==a[i]: ② i+=1 else: print(a[i-1]+':'+str(ans)) key=a[i] ③ i+=1 ④",,,,,"<p><strong><span>参考程序:</span></strong></p><p>a=['is','happy','is','your','are','first','first','is','are','your']<br>n=len(a)-1<br>for i in range(0,n):<br>&nbsp; &nbsp; for j in range(i+1,n+1):<br>&nbsp; &nbsp; &nbsp; &nbsp; if a[i]&gt;a[j]:<br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<span><strong>a[i],a[j]=a[j],a[i]</strong></span><br>key=a[0]<br>i=1<br>ans=1<br>while i&lt;=n:<br>&nbsp; &nbsp; if key==a[i]:<br>&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<strong><span>ans=ans+1</span></strong><br>&nbsp; &nbsp; &nbsp; &nbsp; i+=1<br>&nbsp; &nbsp; else:<br>&nbsp; &nbsp; &nbsp; &nbsp; print(a[i-1]+':'+str(ans))<br>&nbsp; &nbsp; &nbsp; &nbsp; key=a[i]<br>&nbsp; &nbsp; &nbsp; &nbsp;<strong><span>&nbsp;ans=1</span></strong><br>&nbsp; &nbsp; &nbsp; &nbsp; i+=1<br><strong><span>print(a[i-1]+':'+str(ans))</span></strong></p>","评分标准: ①a[i],a[j]=a[j],a[i];  ( 4 分) ②ans=ans+1;( 4 分) ③ans=1; ( 4分) ④print(a[i-1]+':'+str(ans)).( 4 分)","12,",,0,0,,0,0
7011,1,4,"请读取文件""cj.csv""的数据,数据内容如下图所示: 下列代码实现了读取""姓名""和""体质测试""信息,输出"" 体质测试 ""考核为A的数量(大于等于85分) 并显示相应同学姓名 ,请你补全代码. import csv with open('cj.csv') as f: rows = list( ① ) n=0 for row in rows[1:] : if ② : print(row[0]) n+=1 print(n)",,,,,<p><span><strong>参考程序:</strong></span></p><p>import csv<br>with open('cj.csv') as f:<br>&nbsp; &nbsp; rows = list(<span><strong>csv.reader(f)</strong></span>)<br>&nbsp; &nbsp; n=0<br>&nbsp; &nbsp; for row in rows[1:]:<br>&nbsp; &nbsp; &nbsp; &nbsp; if&nbsp;<span><strong>int(row[1])&gt;=85</strong></span>:<br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; print(row[0])<br>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; n+=1<br>print(n)</p>,评分标准: (1) csv.reader(f); (2分) (2) int(row[1])>=85. (2分),"12,",,0,0,,0,0
