id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,weType,isMySubject,answerStatus,compileEnvironment
1872517616031670274,0,1,下列程序运行的结果是?( ) try: a=6 b=0 c=a/b print(c) except: print('error!'),6,0,c,error!,D,"考核try-except进行异常处理,因为进行除法时除数为0,try代码块剩余代码被忽略,执行except处代码,所以运行结果为D.",0,0,0,0
1872518495199731714,0,1,函数abs(-2.6)的返回值是?( ),-2.6,2.6,2,6,B,"考核abs(),负实数的绝对值为正实数.",0,0,0,0
1872518580217892866,0,1,"函数ord(""C"")的返回值是什么?( )",48,57,67,99,C,"考核ord(),""A""的ASCII码为65,""C""的ASCII码为67.",0,0,0,0
1872518710520893441,0,1,以下哪个选项不是算法的基本结构?( ),顺序结构,分支结构,循环结构,查找结构,D,"算法的3种基本结构是顺序结构,分支结构,循环结构.",0,0,0,0
1872518799790088194,0,1,"超市购物促销:购物满49元减5元,购物满99元减15元,根据所购物品金额求优惠率.解决此问题的合适算法是?( )",解析算法,枚举算法,排序算法,递归算法,A,利用解析算法解决此问题.,0,0,0,0
1872518943318790145,0,1,"关于二分查找算法,下列描述错误的是?( )",二分查找的前提是被查找的数据序列是有序的,"二分查找的次数难以确定,常用while语句实现循环",二分查找最坏的情况是查找n次结束,二分查找的区间范围会逐渐缩小,C,考核二分查找.二分查找最坏的情况是查找log 2 n+1次结束.,0,0,0,0
1872519041935646721,0,1,Python表达式abs(int(-4.6))的计算结果是?( ),4,-4,5,-5,A,"int()表示取整,即小数点前的整数,abs()表示求绝对值,因此-4的绝对值为4.",0,0,0,0
1872519122289741826,0,1,"小明编写了下列4行代码,请问,代码运行到最后,屏幕上打印出来的结果是?( ) a = ['红','橙','黄'] b = [1,2,3] c = [b,a] print(c[1][0])",2,1,橙,红,D,"考查学生对嵌套列表中,元素位置的理解.同时考查学生对用已有列表创建新列表的理解.",0,0,0,0
1872519238547460098,0,1,"下面代码从""成绩.csv""文件中读出数据,并将数据以列表形式存储.请问,划线处的代码应该为?( ) f=open('成绩.csv','r') a=f.read().strip().split(______) f.close()",'.',"','",'\t','\n',B,"应为英文的',',使用英文逗号进行数据分隔.",0,0,0,0
1872519376951484418,0,1,"以下代码将建立一个名为""姓氏.csv""的文件,划线处的代码应该为?( ) a=['赵','钱','孙','李','周','吴','郑','王'] f=open('姓氏.csv',______) f.write(','.join(a)+'\n') f.close()",'W','R','w','r',C,"小写的w,可新建文件并写入内容.",0,0,0,0
1872519572400033794,0,1,"如下图所示,有一个名为""价格.csv""的文件.小明针对这个文件编写了5行代码. 请问,代码运行到最后,打印在屏幕上的结果是?( ) with open('价格.csv', 'r', encoding='utf-8') as f: for line in f.readlines(): a = line.strip().split("","") if a[1] == '9' : print(a[0])",西瓜,椰子,桔子,香梨,B,"本题考查学生对列表切片中,每个数据位置的理解 .此题中的a[1],应该对应椰子的价格,所以正确答案是B.",0,0,0,0
1872519783776178177,0,1,"如下所示的2行代码,最后print()函数打印出来的结果是?( ) c = [['赵大',21,'男','北京'],['钱二',20,'男','西安'],['孙三',18,'女','南京'],['李四',20,'女','杭州']] print(c[1][3])",男,北京,西安,女,C,"考查学生对二维列表中,每个列表值顺序的理解.",0,0,0,0
1872519854359367682,0,3,"hex()函数可以将十进制数转换成十六进制数.在Python交互式编程环境下,执行语句hex(11)后,显示的运行结果是'b'.( )",,,,,0,"hex(11)可以将十进制数11转换成十六进制数,但十六进制数表示为0xb.",0,0,0,0
1872519897731223554,0,3,"二进制数,八进制数与十六进制数的末位如果是""1"",各转换为十进制数后都是奇数.( )",,,,,1,"二进制,八进制,十六进制末位数决定该数奇偶.",0,0,0,0
1872519944109465602,0,3,"使用with语句打开文件并处理文件后,必须使用close()函数关闭文件,以确保所有数据都被写入磁盘并释放系统资源.( )",,,,,0,"在Python中,使用 with 语句打开文件可以确保文件在读取或写入后被正确关闭,不用自己调用close()函数.",0,0,0,0
1872519985410777089,0,3,"range(1, 11, 2)会生成一个包含数字1, 3, 5, 7, 9, 11的序列.( )",,,,,0,"range(1, 10, 2)会生成一个包含数字1, 3, 5, 7, 9的序列.注意range函数包头不包尾,生成的序列不包括11.",0,0,0,0
1872520023104987137,0,3,"使用sorted()函数可以给列表排序,参数reverse设置为True时,按从小到大排序;参数reverse设置为False时,按从大到小排序.( )",,,,,0,"参数reverse设置为True时,降序排序;参数reverse设置为False时,升序排序.",0,0,0,0
1872520055090368514,0,3,"以下代码可以计算列表a中各元素(得分)的平均分.( ) a = [90, 80, 70, 60, 50] print( sum(a) / len(a) )",,,,,1,"sum(a)可以计算列表a的各元素总和,len(a)可以计算列表a的长度(元素个数),两者相除得到平均值.",0,0,0,0
1872520099260583938,0,3,all([])和any([])的结果都是True.( ),,,,,0,"all([])的结果是True,any([])的结果是False.",0,0,0,0
1872520177988050945,0,3,"列表中的pop()方法和del语句都能删除列表中被指定的元素.所以,如下4行代码运行之后,屏幕上将打印出 ['红','绿','蓝'],这个运行结果是对的.( )list1 = ['红','绿','蓝','白','紫'] del list1[3] list2=list1.pop(3) print(list2)",,,,,0,"本题主要考查学生对del语句与pop()方法的理解与掌握.两者都能删除列表中指定的元素,但又有区别,代码首先del删掉""白""字,然后pop()删掉'紫'字,pop()方法删掉的字被赋给了变量list2,所以最后打印出的应该是'紫'字,不是['红','绿','蓝'],应选运行结果""错误"".",0,0,0,0
1872520221003010049,0,3,"如果list1 = ['赵','钱','孙','李','周','吴','郑','王'],那么: list1[1:-4] 肯定与 list1[1:4] 相等.请判断对吗?( )",,,,,1,"考查学生对列表切片时,切片起始位置,终止位置的理解.本题两个切片的结果都是['钱', '孙', '李'],所以两切片相等,是正确的.",0,0,0,0
1872520265315831810,0,3,"读以下程序代码,运行程序后,输出的是:发生了一个异常.( ) try: print(x) except: print(""发生了一个异常"") finally: print(""请修改程序,再试一次!"")",,,,,0,"无论try语句是否异常,Finally都会被执行. 运行代码后,输出的结果是: 发生了一个异常 请修改程序,再试一次!",0,0,0,0
1872520406070108162,0,4,"分解质因数 输入一个整数,分解质因数.例如:输入90,打印出90=2*3*3*5.请完善以下代码,运行程序. target=int(input('输入一个整数:')) print(target,'= ',end='') if target<0: target= ① (target) print('-1*',end='') flag=0 if target<=1: print(target,end='') flag= ② while True: if flag: break for i in range(2,int(target+1)): if ③ : print(""%d""%i,end='') if target==i: flag=1 break print('*',end='') ④ break",,,,,,"参考代码: target=int(input('输入一个整数:')) print(target,'= ',end='') if target<0: target= abs (target) print('-1*',end='') flag=0 if target<=1: print(target,end='') flag= 1 while True: if flag: break for i in range(2,int(target+1)): if target%i==0 : print(""%d""%i,end='') if target==i: flag=1 break print('*',end='') target/=i break 试题解析: 评分标准: (1)abs 或等效答案;(2分) (2)1 或等效答案;(3分) (3)target%i==0 或等效答案;(3分) (4)target/=i 或等效答案.(2分)",0,0,0,0
1872520708808953858,0,4,"成绩系统 小王同学编写了一个成绩录入和查询系统,能实现输入多个互不相同的分数,自动进行从高到低排名,同时输入要查询的分数,可以获得相应同学的姓名.程序运行结果如下图所示,实现代码如下,请你补全空缺处. n=int(input(""请输入总人数:"")) name=[""""]*n score=[0]*n #输入功能,分别输入姓名与分数 for i in range(n): name[i]=input(""请输入第""+str(i+1)+""个人名:"") ① =int(input(""请输入第""+str(i+1)+""个分数:"")) #排名功能 for i in range(n-1): for j in range(0,n-1-i): if score[j] ② score[j+1]: score[j],score[j+1]=score[j+1],score[j] name[j],name[j+1]=name[j+1],name[j] print(""---各个同学分数排名如下---"") print(name) print(score) #查询功能 i=0 ③ key=int(input(""请输入要查询的分数:"")) b=-1 while i<=j and b==-1: m=(i+j)//2 if score[m]==key: b=m elif score[m]<key: j= ④ else: i=m+1 if b==-1: print(""没有同学获得该分数!"") else: print(""分数为""+str(key)+""的同学是: ""+        ⑤        )",,,,,,"参考程序: n=int(input(""请输入总人数:"")) name=[""""]*n score=[0]*n #输入功能,分别输入姓名与分数 for i in range(n): name[i]=input(""请输入第""+str(i+1)+""个人名:"") score[i] =int(input(""请输入第""+str(i+1)+""个分数:"")) #排名功能 for i in range(n-1): for j in range(0,n-1-i): if score[j] < score[j+1]: score[j],score[j+1]=score[j+1],score[j] name[j],name[j+1]=name[j+1],name[j] print(""---各个同学分数排名如下---"") print(name) print(score) #查询功能 i=0 j=n-1 key=int(input(""请输入要查询的分数:"")) b=-1 while i<=j and b==-1: m=(i+j)//2 if score[m]==key: b=m elif score[m]<key: j= m-1 else: i=m+1 if b==-1: print(""没有同学获得该分数!"") else: print(""分数为""+str(key)+""的同学是:""+ name[m] ) 评分标准: (1)score[i](或等效答案);(3分) (2)<(或等效答案);(3分) (3)j=n-1(或等效答案);(3分) (4)m-1(或等效答案);(4分) (5)name[m](或等效答案).(3分)",0,0,0,0
1872520898628198401,0,4,"统计总分 有下图左边名为""虚拟学校5年级学生数据.csv""的文件,要实现下图右边统计每位同学语,数,外三门学科的总分,小明编写了以下程序,请将红色 ①,② 两处的代码补充完整: f = open('/data/ ① ','r',encoding='utf-8') i = 1 for line in f: s = """" a = line.strip("""").split("","") if i >= 2 : #第一行是每列的标题,不用计算,要从第二行开始计算 s = str( ② ) + ' 的总分为:' + str(int(a[5]) +int(a[6]) +int(a[7]) ) i = i + 1 print(s) f.close",,,,,,"标准答案: 参考程序: f = open('/data/虚拟学校5年级学生数据.csv','r',encoding='utf-8') i = 1 for line in f: s = """" a = line.strip("""").split("","") if i >= 2 :    #第一行是列标题不用计算,要从第二行开始计算 s = str(a[0]) + ' 的总分为:' + str(int(a[5]) +int(a[6]) +int(a[7]) ) i = i + 1 print(s) f.close 试题解析: 评分标准: (1)虚拟学校5年级学生数据.csv 或等效答案;(2分) (2)a[0] 或等效答案.(2分)",0,0,0,0
