id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
1815990487748354049,0,1,"小明想得到整数9除以2的商和余数,所以他写下了表达式: x = divmod(9, 2)请问,表达式中的 x 是什么类型?( )",浮点数,整数,列表,元组,D,"本题考查学生对divmod()函数的理解,divmod()函数返回参数的商和余数,商和余数以元组的形式返回,所以x的类型,是元组.",3,0,0,"核心内置函数,元组",0,0
1815991380048781313,0,1,"下面两行代码运行的结果是?( ) x=['a','b','c','d'] print(list(enumerate(x)) )","( {'a','b','c','d'} )","[(0, 'a'), (1, 'b'), (2, 'c'), (3, 'd')]","['a','b','c','d']","(['a','b','c','d'] )",B,"enumerate() 函数用于将一个可遍历的数据对象组合为一个索引序列,同时列出数据和数据下标,所以正确答案为选项 B.",3,0,0,核心内置函数,0,0
1815991591047057409,0,1,"min()函数用于获取参数中的最小值,如果 a = min('654') ,请问下面表达式中,正确的是?( )","print(max(chr(a),3,2))","print(max(bin(a),3,2))","print(max(float(a),3,2))","print(max(hex(a),3,2))",C,"正确答案选C .因为 min('654') 得到的是一个字符,而chr(),bin(),hex()三个函数的参数都必须是整数,所以唯一正确的是选项C ,float()函数可以将字符转换成浮点数.",2,0,0,核心内置函数,0,0
1815991782731325441,0,1,"小明编写了如下3行代码,请问代码运行后print()打印出的结果是?( ) a = set('大家好我是小明') b = set('你好我是大明') print(a & b)","{'大', '好', '我', '是', '明'}","{'大','家','好','我','是','小','明','你','好','我','是','大','明'}","{'家', '小', '你'}","{'好', '我', '是', '大', '明', '家', '小', '你'}",A,"本题是求两串字符的交集,选项A中的5个字,在两个字符串中都存在,所以答案是选项A.",2,0,0,字符串,0,0
1815993194125381634,0,1,"如下3行代码,运行之后打印出来的结果是?( ) b = (6,9,2,7,5) b = sorted(b,reverse=1) print(b)","[2, 5, 6, 7, 9]","(2, 5, 6, 7, 9)","(9, 7, 6, 5, 2)","[9, 7, 6, 5, 2]",D,"本题考查学生对sorted()排序函数的理解与掌握.题中的两个要点.一:虽然原题中变量b是元组,但排序后打印出来是列表;二:sorted()函数的参数reverse=1为降序排列,reverse=0为升序排列,所以本题正确答案为D.",2,0,0,核心内置函数,0,0
1815993331867766785,0,1,执行下面代码: print(bool(4)+3) 结果应该是?( ),会报错!,6,4,7,C,"bool函数是int子类型,如果有参数,会返回True也就是整数1,所以正确答案是选项C,也就是数字4.",2,0,0,核心内置函数,0,0
1815993500615757825,0,1,"小明编写了如下4行代码,请问,代码中两次print()函数打印的结果,是什么状态?( ) a = [9,3,7,5,8,4] print(sorted(a)) a.sort() print(a)","第1次print(sorted(a)),a会降序排列;第2次print(a),a也会降序排列.","第1次print(sorted(a)),a会降序排列;第2次print(a),a会升序排列.","第1次print(sorted(a)),a会升序排列;第2次print(a),a也会升序排列.","第1次print(sorted(a)),a会升序排列;第2次print(a),a会降序排列.",C,"内置函数sorted()默认将列表中的数据升序排列;列表的sort()方法,默认也是将列表的值进行升序排列,所以正确答案是C.",3,0,0,"核心内置函数,列表",0,0
1815993822848798721,0,1,"有如下两行代码,请问代码运行之后,打印出的结果是?( ) a = [1,2,3,4,3,2,3,4,2,1,4] print(list(set(a)))","[1,2,3,4,3,2,3,4,2,1,4]","{[1,2,3,4,3,2,3,4,2,1,4]}","{[1,2,3,4]}","[1,2,3,4]",D,"set()函数将列表a转为集合之后,会自动去除重复的元素,再次使用list()函数将集合转为列表,那么打印出来的结果就是选项D .",2,0,0,核心内置函数,0,0
1815994717557137410,0,1,"下列四个表达式,值最大的选项是?( )",round(5.2),"pow(1,8)","max(2,3,4,5,6)","len([2,3,4,5,6])",C,"round(5.2) 四舍五入结果是5;len([2,3,4,5,6])计算元素个数,结果也是5;max(2,3,4,5,6)找出元素中最大的数,结果是6;pow(1,8)计算1的8次方,结果是1.所以本题答案是选项C.",3,0,0,"元组,列表",0,0
1815994900969857025,0,1,下面两行代码执行结果是?( ) a = '0123456789' print(min(a)+max(a)),9,0,09,"a为字符串,不能获取大小值,代码会报错!",C,"a='0123456789',min(a)='0',max(a)='9',所以结果为两个字符串相连,正确答案为:09,也就是选项C.",2,0,0,字符串,0,0
1815995093844926466,0,3,"bin(10)的运行结果'0b1010';int(""1101"",2)的运行结果是13.( )",,,,,1,"考核bin()将十进制整数转换为二进制数字符串,int()将二进制数字字符串转换为十进制数.",,0,0,,0,0
1815995194012913665,0,3,oct(10)和hex(10)的结果相等.( ),,,,,0,oct(10)='0o12' 是将十进制整数转换为八进制数字符串. hex(10)='0xa' 是将十进制整数转换为十六进制数字符串.,,0,0,,0,0
1815995280029700098,0,3,"关于文件的读取,readline()表示每次读取文件的一行,而使用read()和readlines()的结果是相同的.( )",,,,,0,"readline()表示每次读取文件中的一行;read()表示每次读取整个文件,且整个文件内容以字符串形式返回,而readlines()表示每次按行读取整个文件内容,以列表类型返回数据.",,0,0,,0,0
1815995407465619458,0,3,"向CSV文件中写入数据时,write()函数只能写入一行,而writelines()可以写入多行.( )",,,,,0,"write()函数的参数是字符串,可向文件中写入一行或多行数据(字符串中包含换行符)",,0,0,,0,0
1815995451923419137,0,3,"有如下程序代码: import csv with open (""fruits.csv"",'w')as f: wrt=csv.writer(f) wrt.writerows(['苹果','香蕉','西瓜','哈密瓜','桔子','香梨']) 这段代码中,writerows()实现了向'fruits.csv'进行多行输入.( )",,,,,1,"writerow()函数以单行形式写入文件,writerows()以多行方式写入文件.",,0,0,,0,0
1815995520137207809,0,3,"请仔细阅读下面6行代码,请判断,代码运行后打印的结果应该是No,对吗?( ) a = all([1,2,3]) b = any([3,2,1]) if a == b : print('Yes') else: print('No')",,,,,0,"all()与any()两个函数,只要内部元素不为空,则都返回True,所以代码运行结果应该为Yes.判断应该选择""错误"".",,0,0,,0,0
1815995616857477122,0,3,"max()函数用于获取参数列表中的最大值,所以表达式 max(['1', '2' , '3'])与表达式max([1, 2, 3])运行结果是相同的. 请判断是否正确?( )",,,,,0,"max(['1', '2' , '3'])运行结果是'3', max([1,2,3])运行结果是3,两个表达式运行的结果不同.",,0,0,,0,0
1815995666715549698,0,3,"有如下所示6行代码,变量a与变量b都有5个元素.代码中两次print()打印出的结果可能不会一样!请判断对否?( ) a = {'1','2','3','4','5'} b = ('1','2','3','4','5') for x in a: print(x) for i in b: print(i)",,,,,1,"本题答案正确.变量a是集合,b是元组,元组有顺序,每次print()打印出来都一样,而集合无顺序,每次打印出来顺序都可能不同,所以二者打印出来的结果,可能不会一样.",,0,0,,0,0
1815995849306185730,0,3,"执行:print(any(['小陈', 'False', '小李', 'True'])) 得到的结果是:False . 请判断是否正确?( )",,,,,1,"any的参数都是字符串,全真,所以返回True.",,0,0,,0,0
1815995907728646146,0,3,"运行下列程序段时输入""good"",则输出结果是:ok .( ) try: x=eval(input()) print(x) except NameError: print('ok')",,,,,0,"输入对象类型错误,执行 print('ok').",,0,0,,0,0
1815996014880149506,0,4,"字母去重排序 在一列表中产生n个大写字母,删除其中重复字母,并按照A到Z顺序排列输出.同时输出删除字母个数. 例如输入 5  随机产生原始字母:[ ""D"",""H"",""K"",""E"",""H""]   输出:去重后字母排序:[""D"",""E"",""H"",""K""]  输出:共删除字母个数:1个. 请编写程序实现上述功能,或补全代码. import random #导入随机数模块 maxn=int(input(""输入生成大写字母个数"")) a=[ ] for i in range(maxn): c=random.randint(1,26)#随机产生1-26之间的整数 numb=chr(64+c) ① print(""随机产生原始字母:"",a) m,n=0,maxn while m<n: i=n-1 while ② : i=i-1 if i==m: ③ else: a.remove(a[i]) n=n-1 for i in range(n): for j in range(len(a)-1,i,-1): if a[j]<a[j-1]: ④ print(""去重后字母排序:"",a) print(""共删除字母个数:"", ⑤ ,""个"")",,,,,,"参考程序: import random maxn=int(input(""输入生成大写字母个数"")) a=[ ] for i in range(maxn): c=random.randint(1,26) numb=chr(64+c) a.append(numb) print(""随机产生原始字母:"",a) m,n=0,maxn while m<n: i=n-1 while a[i]!=a[m] : i=i-1 if i==m: m=m+1 else: a.remove(a[i]) n=n-1 for i in range(n): for j in range(len(a)-1,i,-1): if a[j]<a[j-1]: a[j],a[j-1]=a[j-1],a[j] print(""去重后字母排序:"",a) print(""共删除字母个数:"", maxn-n ,""个"") 评分标准: (1)a.append(numb) 或等效答案;(3分) (2)a[i]!=a[m] 或等效答案;(4分) (3)m=m+1 或等效答案;(3分) (4)a[j],a[j-1]=a[j-1],a[j] 或等效答案;(3分) (5)maxn-n 或等效答案.(3分)",,0,0,,0,0
1815996308569890818,0,4,"植树问题 如下图所示,在""植树.csv""中记录着2个班级多次植树的信息(第一列为班级名,第二列为本次植树的数量),输出每个班级植树的总数,请你补全代码. import csv with open(""/data/植树.csv"") as f: h=list( ① ) s1=0 s2=0 for i in range(len(h)): if int(h[i][0])==1: s1=s1+int(h[i][1]) if int(h[i][0])==2: s2=s2+ ② print(s1,s2) 输出: 368 362",,,,,,"标准答案: 参考程序: import csv with open(""/data/植树.csv"") as f: h=list( csv.reader(f) ) s1=0 s2=0 for i in range(len(h)): if int(h[i][0])==1: s1=s1+int(h[i][1]) if int(h[i][0])==2: s2=s2+ int(h[i][1]) print(s1,s2) 评分标准: (1)csv.reader(f) 或等效答案;(2分) (2)int(h[i][1]) 或等效答案.(2分)",,0,0,,0,0
1815996535668658178,0,4,"合作小组 班里有35位同学,新来的王老师想以随机组合的方式给同学们组建合作小组促进学习,已知同学们的学号范围是1~35号,王老师编写了以下程序来生成5个合作小组,如下图所示,请你帮忙补全代码: import random#导入随机数模块 numbers=35*[0]#创建35个元素值均为0的列表 flags=35*[False]#创建35个元素值均为False的列表 ① while i<=34: n=random.randint(1,35)#随机产生1-35之间的整数 if not flags[n-1]: ② numbers[i]= ③ i+=1 for i in range(5): print(""第""+str( ④ )+""组:"",numbers[i*7:7*(i+1)])",,,,,,"参考程序: import random numbers=35*[0] flags=35*[False] i=0 while i<=34: n=random.randint( 1,35 ) if not flags[n-1]: flags[n-1]=True numbers[i]= n i+=1 for i in range(5): print(""第""+str( i+1 )+""组人员:"",numbers[i*7:7*(i+1)]) 评分标准: (1)i=0 或等效答案;(2分) (2)flags[n-1]=True 或等效答案;(3分) (3)n 或等效答案;(3分)",,0,0,,0,0
