id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
1846446765955665921,0,1,"对一组数据[7, 2, 9, 4, 8, 1, 4, 5]进行排序,使用选择排序按从大到小的顺序进行排列,则第1轮排序过后的结果是?( )","2, 7, 4, 8, 1, 4, 5, 9","9, 8, 7, 4, 2, 1, 4, 5","9, 2, 7, 4, 8, 1, 4, 5","7, 2, 4, 8, 1, 4, 5, 9",C,"选择排序算法的主要思想是每次从未排序部分选择最小(或最大)元素,然后将它放到已排序部分的末尾. 所以选项C正确,第1轮排序找到最大值9,将9和7交换位置; 选项A用的是冒泡排序; 选项B是第2轮排序后的结果; 选项D将9放到了数据的末端,排序后的结果是从小到大排序的.",3,0,0,冒泡算法,0,0
1846447082319814657,0,1,"对于列表[3, 1, 5, 8, 2, 10]按从左往右进行升序的冒泡排序,则第几轮排序后的结果就是有序的?( )",3,4,5,6,A,第1轮:1 3 5 2 8 10;第2轮:1 3 2 5 8 10;第3轮:1 2 3 5 8 10.,3,0,0,冒泡算法,0,0
1846447229208535042,0,1,十六进制数2024转换为二进制数是?( ),2024,10000000100100,11000011100,10000010100,B,"十六进制数转二进制数,从低位起,每1位十六进制数可转换为4位二进制数,最左边的0可以省略,但中间的0不可省略.A为十进制数,C中十六进制2应为0010,D选项将中间的部分0省略了,故选B.",2,0,0,"编码,数制",0,0
1846447337257619458,0,1,"十进制数15转换为二进制数,其结果是?( )",F,10101,1101,1111,D,"十进制转二进制,采用除2倒取余数的方法,故选D.A为十六进制数,B和C混淆了十六进制和二进制的转换方法.",3,0,0,"编码,数制",0,0
1846447661439950850,0,1,"下列有关数制的说法,错误的是?( )","二进制的基本数码是0,1,2",数据在计算机内部是以二进制方式存储和处理的,十六进制采用逢十六进一的进位规则,"十进制的8大小等同于十六进制的8,但十进制的18不等同于十六进制的18",A,"二进制的基本数码是0,1,进位规则是逢二进一,故不存在2数码.",2,0,0,"编码,数制",0,0
1846447799474114562,0,1,表达式oct(11)的值是?( ),'0b11','0x11','0o13',13,C,"oct()函数的功能是将十进制整数转换为八进制的数字字符串,结果为字符串.'0b'代表二进制,'0x'代表十六进制,'0o'代表八进制.",2,0,0,"编码,数制",0,0
1846447898273697793,0,1,"请选择,下面代码运行之后的结果是?( ) a = '2' b = '4' try: c = a * b print(c) except: print('程序出错!') else: print('程序正确!')",8,24,程序正确!,程序出错!,D,"变量a与b都是字符串,不能进行乘法运算,所以经过异常处理之后,会打印""程序出错!"".",3,0,0,异常处理,0,0
1851188249883889665,0,1,"小明编写了如下代码,请问,代码运行后屏幕上打印出的结果是?( ) x = 8 y = [3,2,1,0] z = y.pop(1) try: a = int(x / z) except: print('程序出错!') else: pass finally: print(a)",8,4,程序出错,屏幕上无输出,B,"本题考查学生对try-except-else-finally语句结构的理解.代码中的z = y.pop(1),z的值是整数2,所以x/z不会有异常,结果是4.",,0,0,,0,0
1851188319830855681,0,3,"表达式bool(max(6,7,8))和max(bool(6,7,8))的运行结果都是True.( )",,,,,0,"bool(max(6,7,8))的运行结果为True;max(bool(6,7,8))会报错,因为bool()最多有一个参数,此题有3个参数.",,0,0,,0,0
1851188356133998594,0,3,"map()函数不改变原列表,而是返回一个新列表.( )",,,,,1,map()函数返回的是一个新列表.,,0,0,,0,0
1851188398633439234,0,3,abs(-1.0)的运行结果为1.( ),,,,,0,abs(-1.0)的运行结果为1.0.,,0,0,,0,0
1851188455178293250,0,3,"列表c=[[' 张三','88'],['李四','92'],['王五','85']]可以表示二维数据.( )",,,,,1,"二维列表本身是一个列表,其中的每一个元素又是一个列表.C是二维列表数据.",,0,0,,0,0
1851188599638892545,0,3,"在Python中使用with语句打开文件,程序运行处理结束后会自动关闭被打开的文件.( )",,,,,1,"在Python中使用with语句,结束文件时,Python会自动调用close()关闭这个文件.",,0,0,,0,0
1851188651327672322,0,3,"在Python中open('city.csv','r')命令的作用是以可写入的方式打开文件名为city的csv格式文件.( )",,,,,0,"open()函数中参数""r""是以只读方式打开文件.",,0,0,,0,0
1851188688209629186,0,3,"十六进制转换成十进制数,其位数一定会变多.( )",,,,,0,"该说法太绝对.比如,十六进制0~9转换成十进制数,其结果是一样的.",,0,0,,0,0
1851188765745532929,0,3,"假设五进制数2用(2) 5 表示,若表达式(6) n +(1) n =(10) n 成立,那么该n进制一定为七进制.( )",,,,,1,"由于数字6的存在,该进制一定是7进制及以上,6+1发生了进位,说明是逢七进一,所以一定是7进制,8进制及以上构不成进位.",,0,0,,0,0
1851188819642720257,0,3,"请仔细阅读以下代码,判断这段代码能否正常运行?( ) while True : a = input('请输入一个整数,若不是整数将会强制让你重新输入:  ' ) try: b = int(a) except: print('你输入的不是整数!将返回重输.') else: print('你输入的是整数,程序结束.') break",,,,,1,"本题需要学生正确理解 try—except—else三个语句的作用,代码利用了错误处理机制,所以能正确运行.",,0,0,,0,0
1851188870078844929,0,3,"acsii('0'),运行的结果是48.( )",,,,,0,"acsii('0'),运行的结果是""'0'"".",,0,0,,0,0
1851189238605729793,0,4,"某实验小学举行了跳绳比赛,其中四年级1班和2班的比赛数据存储在""ts.csv""中,如图所示,现要求Python读取该比赛数据文件,并统计各班成绩在110(含110)以上的人数.实现代码如下,请你补全划线处代码: import csv with open (""/data/ts.csv"") as fs: hs=list(csv.reader( ① )) c1=0 c2=0 for i in hs[1:]: if i[0]==""1""and ② >=110: c1+=1 elif i[0]==""2""and ③ >=110: c2+=1 print(""四(1)班110以上的有:""+str(c1)+""个"") print(""四(2)班110以上的有:""+str(c2)+""个"")",,,,,,"参考程序: import csv with open (""/data/ts.csv"") as fs: hs=list(csv.reader( fs )) c1=0 c2=0 for i in hs[1:]: if i[0]==""1""and int(i[1]) >=110: c1+=1 elif i[0]==""2""and int(i[1]) >=110: c2+=1 print(""四(1)班110以上的有:""+str(c1)+""个"") print(""四(2)班110以上的有:""+str(c2)+""个"") 评分标准: (1)fs 或等效答案;(2分) (2)int(i[1]) 或等效答案;(1分) (3)int(i[1]) 或等效答案.(1分)",,0,0,,0,0
1851189358161612802,0,4,"有一个数字构成的列表 a = [6,2,3,5,4,5,2,6,5,5,4,3,7],小明用冒泡排序算法编写了一段程序,将列表中的数字从小到大排列,运行结果为: [2, 2, 3, 3, 4, 4, 5, 5, 5, 5, 6, 6, 7]  ,请将下面程序中红色 ①②③ 处欠缺的代码补充完整. a = [6,2,3,5,4,5,2,6,5,5,4,3,7] for i in range(0, ① ) : for j in range(i+1 , ② ) : if ③ : a[i] , a[j] = a[j] , a[i] print(a)",,,,,,"参考程序: a = [6,2,3,5,4,5,2,6,5,5,4,3,7] for i in range(0, len(a)-1 ) : for j in range(i+1 , len(a) ) : if a[i] > a[j] : a[i] , a[j] = a[j] , a[i] print(a) 评分标准: (1)len(a)-1 或等效答案;(4分) (2)len(a) 或等效答案;(2分) (3)a[i]  > a[j] 或等效答案.(4分) 说明:本题考生如果利用双重循环另写一个冒泡排序程序,且运行完全正确,给8分,运行不正确不给分.",,0,0,,0,0
1851189424284815361,0,4,"鸡兔同笼 小明在解决经典的""鸡兔同笼""问题时,使用""穷举法""编写了以下代码.请将代码中红色 ①②③④ 处补充完整: tou = int(input(""请输入笼中鸡与兔脑袋的总数:  "")) jiao = int(input(""请输入笼中鸡与兔脚的总个数:  "")) a = 0 for ji in range( ① ): tu = ② - ji if 2 * ji  +  4 * tu  == ③ : print(""鸡的个数为:"", ji, ""兔的个数为:"", tu) a = a + 1 if a == ④ : print(""头数与脚数不合理,没有合适的结果."")",,,,,,"参考程序: tou = int(input(""请输入笼中鸡与兔脑袋的总数:  "")) jiao = int(input(""请输入笼中鸡与兔脚的总个数:  "")) a = 0 for ji in range( tou+1 ): tu = tou - ji if 2*ji + 4*tu == jiao : print(""鸡的个数为:"",ji,""兔的个数为:"",tu) a = a + 1 if a == 0 : print(""头数与脚数不合理,没有合适的结果."") 评分标准: (1)tou+1 或等效答案;(4分) (2)tou 或等效答案;(4分) (3)jiao 或等效答案;(4分) (4)0 或等效答案.(4分)",,0,0,,0,0
