id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
10808,4,1,"已知字典 jd={' 哈尔滨 ':[' 冰雪大世界 ',' 侵华日军第七三一部队罪证陈列馆 ',' 太阳岛 ',' 中央大街 '],' 沈阳 ':[' 沈阳故宫 ',' 辽宁省博物馆 ',' 张学良旧居 ',' 清昭陵 '],' 长春 ':[' 伪满皇宫博物院 ',' 净月潭 ',' 长影世纪城 ',' 长春一汽 ']}, 字典 jd 的长度是?( )",3,4,12,15,A,"字典的元素是由键值对组成,键和值之间用冒号分隔,一个键和其值构成一个键值对,字典的长度等于其键值对的个数.因此该字典的长度为 3","10,",4,0,0,字典,0,0
10809,4,1,以下哪段程序的运行结果无法打印 1-100 之间所有整数的和?( ),"print(sum(range(1,100)))",i=1 he=0 while i<=100: he+=i i+=1 print(he),"he=0 for i in range(1,101): he+=i print(he)","print(sum(range(1,101)))",A,"print(sum(range(1,100))) range() 函数的边界值 100 没有取到,程序将打印 1-99 之间的和.","10,",5,0,0,"循环结构,计算思维",0,0
10810,4,1,"小明的篮球教练告诉小明,如果他能连续投中 3 次中投,并且换手运球 100 次,就可以让他加入球队,请问教练的要求,可以用哪个逻辑运算符来表示?( )",or,and,not,!=,B,"教练对于小明的两个要求需要都成立才可以加入球队,因此可以用 and 来表示.","10,",3,0,0,"基本数据类型,计算思维",0,0
10811,4,1,"某小学 1-6 年级都各有 8 个班,将年级和班级数存入如下列表: lst=[[' 一年级 ', ' 二年级 ', ' 三年级 ', ' 四年级 ', ' 五年级 ', ' 六年级 '], ['1 班 ', '2 班 ', '3 班 ', '4 班 ', '5 班 ', '6 班 ', '7 班 ', '8 班 ']] 请问下列选项中能正确打印出 ' 四年级 6 班 ' (不含引号) 的字样的是哪一个?( )",lst[0][4]+lst[1][5],lst[0][4]+lst[1][6],print(lst[0][4]+lst[1][6]),print(lst[0][3]+lst[1][5]),D,"题中列表 lst 为嵌套列表, ' 四年级 ' 为 lst[0][3] , '6 班 ' 为 lst[1][5] ,打印完整的 ' 四年级 6 班 ' 需将两个字符串连接起来并打印,即答案为 print(lst[0][3]+lst[1][5])","10,",4,0,0,可变序列-列表,0,0
10812,4,1,"如果有一个变量name = ""小明"",现在需要另一个变量str中使用name变量的值,并且想要在这个值后面加上""同学""两个字,应该怎么做?( )","str = "" 同学 "".add(name).add("" 同学 "")","str = name + "" 同学 ""","str = "" 同学 "" . name . "" 同学 ""","str = name.append("" 同学 "")",B,"在Python中,可以使用加号+来连接字符串.因此,将name变 量的值以及另一个 ""同学"" 用 ""+"" 连接起来,就能满足本题要求.","10,",5,0,0,字符串,0,0
10813,4,1,"小明在做数学题,题目要求找出来从 1 数到 100 中不能被 7 整除的数字(即跳过 7 的倍数不显示).以下哪个 Python 循环可以帮他完成这个任务?( )",i = 1 while i <= 100: if i % 7 != 0: print(i) i += 1,i = 1 while i >= 100: if i % 7 != 0: print(i) i += 1,i = 1 while i <= 100: if i % 7 == 0: break print(i) i += 1,"for i in range(1, 101): if i % 7 == 0: print(i) else: continue",A,"正确答案为 A .选项 A 使用 for 循环数到 100 ,并在遇到 7 的倍数时使用 continue 语句来跳过这些数.选项 B 使用 while 循环的时候判断范围出错.选项 C 使用了 break 语句,将在遇到第一个 7 的倍数时终止整个循环.选项 D 中的 else: continue 是多余的,并且判断语句为 i % 7 == 0 打印 7 的倍数,因此错误.","10,",5,0,0,循环结构,0,0
10814,4,1,"已知字符串 str=""Happy new year"" ,则执行命令 print(list(str)) 的输出结果是?( )","['H', 'a', 'p', 'p', 'y', 'n', 'e', 'w', 'y', 'e', 'a', 'r']","[H,a,p,p,y,n,e,w,y,e,a,r]","['H', 'a', 'p', 'p', 'y', ' ', 'n', 'e', 'w', ' ', 'y', 'e', 'a', 'r']","[H,a,p,p,y, ,n,e,w, ,y,e,a,r]",C,"list() 函数将字符串 str 转换为了列表类型,列表内的元素应该是各个字母字符,故选项 B 和 D 错误;字符串中的空格也应被转换成一个列表元素,不应被忽略,故选项 A 错误,故本题答案为选项 C .","10,",4,0,0,"可变序列-列表,字符串",0,0
10815,4,1,"已知元组 tuple = (1,2,3,4,5) ,以下语句正确的是?( )",t = tuple[2],tuple[2] = '6',tuple.append(6),tuple.pop(),A,"元组与字符串一样,是不可修改的,只能对其进行访问操作,不能对元组中的元素进行修改,添加,删除操作,故选项 B , C , D 错误,本题的正确答案为选项 A .","10,",3,0,0,不可变序列-元组,0,0
10816,4,1,以下关于字典的说法不正确的是?( ),字典中的值不支持索引查询,"字典以关键字为键,关键字可以是任意不可变数据类型",字典里面的值 ( 不是键 ) 可以包含列表和其他数据类型,"字典是一种有序的对象集合,可以用下标进行访问",D,"字典是以键值对保存的数据,不支持索引,只能通过键的形式查找,是一种无序的对象集合,无法用下标进行访问,故选项 D 错误,所以本题答案为选项 D .","10,",4,0,0,字典,0,0
10817,4,1,"创建列表时,使用下列哪个符号?( )",(),[],<>,'',B,"创建元组时使用 ( ) ,创建字符串使用 ' ' 或者 "" "" ,创建列表使用 [ ] .所以本题正确答案为 B .","10,",3,0,0,可变序列-列表,0,0
10818,4,1,"运行下列程序,要想输出的结果是小明的身高是 1.55 .横线处需要填入的代码为?( ) height = 1.55 print(' 小明的身高是 ____ . ' % height)",%d,%f,%.f,%.2f,D,"字符串的格式化输出使用 %f 为浮点数占位,要输出 1.55 ,需要保留两位小数,在 % 后面加上 .2 表示保留两位小数.所以本题正确答案为 D .","10,",5,0,0,字符串,0,0
10819,4,1,关于分支结构的说法错误的是?( ),"在 Python 中,分支结构一般由 if , elif , else 组成","在 Python 中,分支结构一般有单分支结构,双分支结构和多分支结构","在 Python 中,分支结构必须包含 else 语句","在 Python 中, if 语句后面跟条件表达式",C,"在 Python 中,分支结构的 else 语句可以省略.所以本题正确答案为 C .","10,",3,0,0,分支结构,0,0
10820,4,1,"春节( Spring Festival ),是中国民间最隆重最富有特色的传统节日之一.春节民俗众多,以下列表保存了春节的常见民俗, list_sf = [' 喝腊八粥 ', ' 祭灶神 ', ' 扫尘 ', ' 贴春联 ', ' 除夕守岁 ', ' 吃饺子 ', ' 拜年 ', ' 逛庙会 '] ,上面民俗中少了非常重要的一项:压岁钱.下列哪一项能将 "" 压岁钱 "" ,存入 list_sf 列表中 "" 吃饺子 "" 元素的后面?( )","list_sf.insert(0, ' 压岁钱 ')","list_sf.insert(5, ' 压岁钱 ')","list_sf.insert(6, ' 压岁钱 ')","list_sf.insert(7, ' 压岁钱 ')",C,"list_sf.insert(6, ' 压岁钱 ') 中的两个参数分别代表插入位置的下标和插入的元素.本题目中应该插入到下标为 6 的位置.","10,",4,0,0,可变序列-列表,0,0
10821,4,1,"定义元组 tup1 = (' 快乐 ', ' 你好 ', ' 生日 ', ' 中国 ', ' 祖国 ', ' 祝福 ') ,执行语句: print( tup1[-5] + tup1[3] ) ,得到的结果是?( )",你好祖国,生日快乐,祝福祖国,你好中国,D,"考察元组的访问方法,能正确理解正索引和负索引的区别.","10,",4,0,0,不可变序列-元组,0,0
10822,4,1,"下列说法中,错误的是?( )",break 语句可以跳出 for 和 while 的循环体,"如果你从 for 或 while 循环中终止,任何对应的循环 else 块将不执行","continue 语句被用来告诉 Python 跳过当前循环中的本次循环,然后继续进行下一次循环","Python 中的 for 循环可以使用 else 语句来在迭代完成后执行特定操作.当 for 循环正常结束时(没有被 break 或者 return 等提前退出),不会执行 else 语句下面的代码.",D,"考察 for 循环中的 else 子句,当 for 循环正常结束时(没有被 break 或者 return 等提前退出),会执行 else 语句下面的代码.故选择 D .","10,",5,0,0,循环结构,0,0
10823,4,3,元组中的元素可以是不同的数据类型.( ),,,,,1,,"10,",4,0,0,不可变序列-元组,0,0
10824,4,3,"for循环能实现的功能,while循环也可以实现.( )",,,,,1,,"10,",4,0,0,循环结构,0,0
10825,4,3,"死循环无法退出,没有任何作用.( )",,,,,0,"考察对死循环的理解,死循环有办法退出,也有相应的作用.","10,",3,0,0,循环结构,0,0
10826,4,3,"通过以下代码,可以访问列表 age 中的每一个元素.( ) age=[15,18,16,19,19] for it in age: print(age[it])",,,,,0,"第二行: for it in age: 本身就已经把列表中的所有元素 已取回并赋值给 it,可通过print(it)遍历列表age中的每一个元素.","10,",5,0,0,"可变序列-列表,字典",0,0
10827,4,3,"'ya'*3的返回值为'yayaya'.类比数学的逆运算,'yayaya'/3的结果是'ya'.( )",,,,,0,"字符串不能进行除法操作,代码会报错.","10,",3,0,0,字符串,0,0
10828,4,3,"在 Python中,可使用d1={}的方式,创建一个空字典.( )",,,,,1,"在 python中,可使用一对大括号完成一个空字典的创建.","10,",3,0,0,字典,0,0
10829,4,3,"表达式( 1,2,3)==(3,2,1)的结果是True.( )",,,,,0,"元组是有序的,( 1,2,3)和(3,2,1)不同,表达式(1,2,3)==(3,2,1)的结果是False.","10,",4,0,0,不可变序列-元组,0,0
10830,4,3,'星期'+4的结果是'星期4'.( ),,,,,0,"字符串和数字类型拼接,程序会报错.","10,",3,0,0,字符串,0,0
10831,4,3,"条件判断语句 if 's' in 'string':与if s in 'string':是等效的, 结果也一定是一样的.( )",,,,,0,"'s'是字符常量,s是变量,所以这两个if语句的效果是不同的, 如果是将字符串 's'赋值给变量s,这两个结果才可能一样.故本题描述错误.","10,",4,0,0,分支结构,0,0
10832,4,3,"每条 if语句的核心都是一个值为True或False的表达式,这种表达式为条件 语句.( )",,,,,1,if 语句后面必须要有一个条件语句,"10,",4,0,0,分支结构,0,0
10833,4,4,"请编写程序求一个长方形周长和面积的计算器. 要求: ( 1 )用户从控制台输入长和宽(有可能是小数,单位是厘米); ( 2 )如果用户输入的数不大于 0 (不考虑浮点数之外的数据类型),显示信息: "" 输入有误,请重新输入! "" ; ( 3 )输出长方形的周长和面积,结果保留两位小数,并注明哪个是周长,哪个是面积. 提示: 周长公式:周长 = (长 + 宽) *2 面积公式:面积 = 长 * 宽",,,,,"<p class=""MsoNormal""><span>标准答案:</span><span><o:p></o:p></span></p><p class=""MsoNormal""><b><span class=""15""><font face=""宋体"">参考程序:</font></span></b><span><br></span><span>chang = float(input('<font face=""宋体"">请输入长方形的长:</font><font face=""Calibri"">'))</font></span><span><br></span><span>kuan = float(input('<font face=""宋体"">请输入长方形的宽:</font><font face=""Calibri"">'))</font></span><span><br></span><span>if chang &lt;=0 or kuan &lt;= 0:</span><span><br></span><span>&nbsp; &nbsp; print(""<font face=""宋体"">输入有误,请重新输入!</font><font face=""Calibri"">"")</font></span><span><br></span><span>else:</span><span><br></span><span>&nbsp; &nbsp; zhouchang = (chang+kuan) * 2</span><span><br></span><span>&nbsp; &nbsp; mianji = chang * kuan</span><span><br></span><span>&nbsp; &nbsp; print(""<font face=""宋体"">周长是:</font><font face=""Calibri"">{:.2f}</font><font face=""宋体"">厘米</font><font face=""Calibri"">"".format(zhouchang))</font></span><span><br></span><span>&nbsp; &nbsp; print(""<font face=""宋体"">面积是:</font><font face=""Calibri"">{:.2f}</font><font face=""宋体"">平方厘米</font><font face=""Calibri"">"".format(mianji))</font></span></p>","评分标准: ( 1 )有输入语句;( 2 分) ( 2 )有类型转换语句;( 2 分) ( 3 )有条件判断语句;( 2 分) ( 4 )有周长和面积计算语句;( 4 分,每个 2 分) ( 5 )有输出语句;( 2 分) ( 6 )面积和周长计算正确;( 2 分,每个 1 分) ( 7 )最后输出的格式符合要求.( 1 分)","10,",,0,0,,0,0
10834,4,4,"某小学女篮校队招募新成员,要求加入女篮校队的成员身高在 135 厘米以上(不含 135 厘米).本次报名的人员有 10 人,她们的身高分别是 125 , 127 , 136 , 134 , 137 , 138 , 126 , 135 , 140 , 145 .请问本次女篮校队能够招募多少新成员,并将新成员的身高按照从矮到高的身高排序输出? 要求: ( 1 )必须使用列表或者元组; ( 2 )输出格式: "" 女篮校队新增成员数目: * ,她们的身高从矮到高分别是: **"" (注: * 代表女篮校队招募的新成员数目; ** 代表从矮到高新成员的身高.)",,,,,"<p class=""p""><b><span class=""15""><font face=""宋体"">参考程序:</font></span></b><span><o:p></o:p></span></p><p class=""p""><span>ht1=[125,127,136,134,137,138,126,135,140,145]</span><span><o:p></o:p></span></p><p class=""p""><span>ht2=[]</span><span><o:p></o:p></span></p><p class=""p""><span>ct=0</span><span><o:p></o:p></span></p><p class=""p""><span>for i in ht1:</span><span><o:p></o:p></span></p><p class=""p""><span>&nbsp;&nbsp;&nbsp;&nbsp;if(i&gt;135):</span><span><o:p></o:p></span></p><p class=""p""><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ct+=1</span><span><o:p></o:p></span></p><p class=""p""><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ht2.append(i)</span><span><o:p></o:p></span></p><p class=""p""><span>ht2.sort()</span><span><o:p></o:p></span></p><p class=""MsoNormal""><span>print(""<font face=""宋体"">女篮校队新增成员数目:</font><font face=""Calibri"">{}</font><font face=""宋体"">,她们的身高从矮到高分别是:</font><font face=""Calibri"">{}"".format(ct,ht2))</font></span></p>","评分标准: ( 1 )创建非空列表 / 元组,存储原始数据;( 2 分) ( 2 )创建空列表;( 1 分) ( 3 )计数思想,并且将计数器进行了初始化;( 2 分) ( 4 )有循环语句;( 2 分,即正确使用 for 或者 while ) ( 5 )有条件语句;( 2 分) ( 6 )能够使用列表的追加元素函数或者方法向列表中增加元素;( 2 分) ( 7 )能够使用列表的排序函数或者方法对列表元素排序;( 2 分) ( 8 )能够按照正确的格式打印输出.( 2 分)","10,",,0,0,,0,0
