id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
1846387762112942082,0,1,"以下程序运行的结果是?( ) i=0 s=0 while i<7: i=i+1 if i%2==0: continue s=s+i print('s={},i={}'.format(s,i))","s=16,i=7","s=16,i=6","s=9,i=6","s=9,i=7",A,"程序i从0开始,取值到6,先将i+1,所以循环体内i的值分别从1到7,当i的值为奇数的时候,将i值累加到s中,所以累加到s中的值是1,3,5,7,s最终的值是16,i的值为7.",5,0,0,"循环结构,分支结构",0,0
1846428557366697985,0,1,"运行这段代码,终端区会打印什么结果?( ) nums = (1, 2, 3) nums[2] = 5 print(nums)","(1, 2, 3)","(1, 2, 5)","(1, 5, 3)",终端区会报错,D,"元组是不可变的,如果修改元素的值,程序就会报错.",3,0,0,不可变序列-元组,0,0
1846429624410218498,0,1,"运行这段代码,字典会变成什么样子?( ) cat = {'三花猫':7, '布偶猫':11, '狸花猫':13} cat['三花猫'] = 5","{'三花猫':7, '布偶猫':11, '狸花猫':13}","{'三花猫':5, '布偶猫':11, '狸花猫':13}","{'三花猫':5, '三花猫':7 ,'布偶猫':11, '狸花猫':13}",程序会报错,B,"修改了键对应的值后,字典中的值就会改变,因此 7 就会变成 5.",4,0,0,字典,0,0
1846429733789278210,0,1,"运行这段代码,终端区会打印什么内容?( ) a = 10 if  a > 5: a += 20 print(a)",10,20,30,5,C,"本题目中条件判断的是数字是否大于 5,如果大于,则a 就会在原本的基础上加上 20,所以最后为30.选C",3,0,0,分支结构,0,0
1846429877429784578,0,1,"使用下列哪个命令可以把lst变成一个只有整数的列表?( )lst = [7, 8, 4, 0, 5, 80, 6.2, 2.9, 11, 3]",del lst[6:7],del lst[6:8],"del lst[6,8]","del lst[6],lst[8]",B,"需要从lst = [7, 8, 4, 0, 5, 80, 6.2, 2.9, 11, 3]中删除小数内容,通过观察可发现两个小数挨在一起的,可采用切片删除的方法对列表进行修改,由于切片具有""左闭右开""的特点,即lst[n:m]取到的是列表中下标n到m-1的部分,综上,能完成题目要求的命令应为 del lst[6:8]",4,0,0,可变序列-列表,0,0
1846430208700108802,0,1,"已知列表list = ['鼠','牛','虎','兔','龙','蛇','马','羊','猴','鸡','狗','猪'],以下可以输出生肖""龙""的是哪个语句?( )",print(list[5-12]),print(list[4-11]),print(list[4]),print(list[5]),C,"列表的索引是从0开始而不是从1开始,故所求元素的索引是4而不是5;负数索引是从-1开始,第一个元素的负数索引值为-12,故所求元素的负数索引是表达式4-12求得;因此,本题答案为选项C.",3,0,0,可变序列-列表,0,0
1846430402562662402,0,1,"已知s = 'python',请问s*2的值是?( )",python*2,'python'*2,pythonpython,'python''python',C,"""*""操作符用在字符串中表示重复,""*2""表示重复两次,故选项A,B错误;单引号只是字符串的标记不属于字符串本身,故选项D错误;所以此题正确答案是选项C.",3,0,0,字符串,0,0
1846430634725396482,0,1,"执行以下语句,可以创建字典的是?( )","dict = {'陕西':'西安','山西':'太原','广西':'南宁','江西':'南昌'}","dict = ('陕西':'西安','山西':'太原','广西':'南宁','江西':'南昌')","dict = ['陕西':'西安','山西':'太原','广西':'南宁','江西':'南昌']",dict = {'陕西':'西安';'山西':'太原';'广西':'南宁';'江西':'南昌'},A,"字典必须使用花括号{},并且每对键值对要用逗号隔开.所以选A.",4,0,0,字典,0,0
1846430992105644034,0,1,下列不属于Python流程控制语句的是?( ),if语句,for语句,while语句,do...while语句,D,"在Python中,if语句,for语句,while语句均属于流程控制语句,python中不支持do ．．．while语句,故选项D错误,所以本题答案为选项D.",3,0,0,流程控制,0,0
1846431086074449921,0,1,下列说法中错误的是?( ),"元组和列表都可以存入多个元素,元素可以是字符串,数字等类型",列表中的元素是有序的,"元组中的元素和列表一样,可以使用 元组[索引] = 新元素 的方式更改",元组中的元素是有序的且不可变,C,"元组是不可变的序列,不能通过元组[索引]的方式更改元组中的元素.所以本题正确答案为C.",4,0,0,"可变序列-列表,不可变序列-元组",0,0
1846431279788761089,0,1,"李老师在录入学生信息,她将所有的学生基本信息存储到字典info中,info = {'name': '李凯', 'gender': '男', 'height': 170}.若要在字典中增加一个所在年级信息,李老师应该使用下列哪个选项?( )",len(info),info.pop('class'),infor['class'] = '四年级',info['height'] = '四年级',C,"len(info)是查看字典元素的个数,info.pop('class')是删除字典中键为class的键值对,info['height'] = '四年级'是将键为height的值改为'四年级'.所以本题正确答案为C.",5,0,0,字典,0,0
1846431384553705473,0,1,"运行下列程序,输入85,输出结果为?( ) score = int(input('请输入成绩:')) if score >= 90: print('优秀!') elif 80 <= score < 90: print('良好!') elif 60<= score < 80: print('中等!') else: print('不及格!')",优秀!,良好!,中等!,不及格!,B,"输入成绩为85分,85大于80小于90,输出良好!所以本题正确答案为B.",3,0,0,分支结构,0,0
1846431447097724929,0,1,"有列表 fruits = ['apple', 'banana', 'orange', 'pear'],该列表中一共包含几个元素?( )",1,2,3,4,D,列表fruits一共包含4个元素.所以本题正确答案为D.,3,0,0,可变序列-列表,0,0
1846431588531097601,0,1,"在Python中,下面哪一项是创建列表(list)的正确操作?( )",list1 = 5,"list1 = [1, 2, 3, 4]","list1 = ""Hello""","list1 = (1, 2, 3, 4)",B,"列表的创建可以使用list命令,也可以直接使用[]来创建.本题中未使用list命令,只有B选项符合创建格式.",3,0,0,可变序列-列表,0,0
1846431702067093506,0,1,"执行下面程序,当输入3时,输出结果是?( ) number = 7 guess = -1 print('猜数字!') while guess != number: guess = int(input(""请输入你要猜的数字"")) if guess == number: print(""你猜中了,真厉害!"") elif guess < number: print(""猜小了,再猜猜?"") elif guess > number: print(""猜大了,再猜猜?"")","你猜中了,真厉害!","猜小了,再猜猜?","猜大了,再猜猜?","恭喜你,猜对了!",B,"考察条件语句 if – elif –elif ,此程序是猜数字,目标数字是7,当输入3时,会提示:猜小了,再猜猜? 故选B",4,0,0,循环结构,0,0
1846431765510135810,0,3,append() 方法会将新元素添加为列表的第一个元素.( ),,,,,0,append() 方法会将新元素添加为列表的最后一个元素,3,0,0,可变序列-列表,0,0
1846431813446836225,0,3,"str1 = '123', str2 = 123, 则str1与str2相同.( )",,,,,0,"一个是字符串,一个是整数",3,0,0,基本数据类型,0,0
1846431864946872322,0,3,break与continue均用于中止循环.( ),,,,,0,"break是退出本层循环,是终止循环;而continue仅仅是退出本次循环,然后重新开始新一轮循环,是中止循环.",3,0,0,循环结构,0,0
1846432815805800450,0,3,"创建字典时,可以用数字,字符串,元组,列表作为字典中的键.( )",,,,,0,字典的键不能使用列表.,4,0,0,字典,0,0
1846432887811788801,0,3,"多层循环中,break可以退出所有循环.( )",,,,,0,break语句可跳出自己所在的本层循环.,3,0,0,循环结构,0,0
1846432938878881793,0,3,"在元组中,可使用remove()函数删除元组中的末尾元素.( )",,,,,0,"创建元组后,其中的元素值是不允许删除的.",3,0,0,不可变序列-元组,0,0
1846433010974773249,0,3,"现有一个元组为 fruit=('苹果', '香蕉', '苹果'),其中'苹果'这个元素出现了两次,因此这个元组不能正常使用.( )",,,,,0,"元组中允许出现重复的元素.fruit=('苹果', '香蕉', '苹果'),其中'苹果'这个元素出现了两次不影响元组的使用.",3,0,0,不可变序列-元组,0,0
1846433053798998018,0,3,"执行语句print('She's a pupil.'),得到的输出语句是She's a pupil.( )",,,,,0,"用单引号括起包含撇号的字符串时,Python将第一个单引号和撇号之间的内容视为一个字符串会导致错误,因此这种字符串需用双引号括起来或者使用转义符进行定义,故本题答案为错误.",4,0,0,字符串,0,0
1846433147877236738,0,3,"在分支结构中,if,elif,else都可以单独使用.( )",,,,,0,"if语句可以单独使用,但elif与else语句必须和if语句搭配cai能使用,故本题描述错误if语句可以单独使用,但elif与else语句必须和if语句搭配cai能使用,故本题描述错误",3,0,0,分支结构,0,0
1846433202153902082,0,3,while语句可以实现无限循环.( ),,,,,1,可以使用while True实现无限循环.,3,0,0,循环结构,0,0
1846433344428888066,0,4,"运动统计 李想同学是班级的体育委员,他负责统计和督促同学们加强锻炼.因此,他统计了班上几位同学周一和周二的运动步数. 周一的步数分别为:4125,3947,15395,238,6844,8341,3419,2943 周二的步数分别为:3975,3584,9754,4584,3435,9890,2344,9890 注意: 每位同学的统计的顺序是不变的. 李想同学计划将每位同学周一和周二的步数相加得到每位同学这两天的总步数.请帮李想同学编程计算每位同学的总步数. 要求: (1)必须使用列表或者元组; (2)将每个同学两天的步数和求出来后形成一个新的列表; (3)将新的列表(总步数)输出出来,并且按照步数的多少从小到大排列.",,,,,,"参考程序: step1=[4125,3947,15395,238,6844,8341,3419,2943] step2=[3975,3584,9754,4584,3435,9890,2344,9890] step3=[] for i in range(len(step1)): x=step1[i]+step2[i] step3.append(x) step3.sort() print(step3) 试题解析: 评分标准: (1)使用了列表或者元组;(2分) (2)有循环语句;(2分) (3)能够将两个列表中的值能分别读出来;(2分) (4)使用了加法进行总步数的计算;(2分) (5)能够将总步数放进新的列表里面;(2分) (6)使用了排序语句;(2分) (7)总步数计算正确;(2分) (8)输出正确.(1分)",,0,0,,0,0
1846433421760712706,0,4,"智能抽奖机 中秋节到了,阿宝准备制作一个智能抽奖机,在班会活动上,让同学们参与趣味十足的抽奖游戏.智能抽奖机的抽奖机制如下: (1)程序开始会定义一个数字(1-100之间),作为幸运数字; (2)每个同学有五次机会,他们可以在终端区输入自己猜测的号码; (3)如果猜中了,程序就会打印:'恭喜你获得大奖!'; (4)如果没有猜中,程序就会打印:'很遗憾,再来一次吧'. 示例: >>>请输入数字 18 很遗憾,再来一次吧 >>>请输入数字 56 很遗憾,再来一次吧 67 恭喜你获得大奖!",,,,,,"参考程序: lucky = 67 for i in range(5): num = int(input('请输入数字')) if num == lucky: print('恭喜你获得大奖!') break else: print('很遗憾,再来一次吧') 试题解析: 评分标准: (1)正确指定了一个整数;(3分) (2)正确输入数字并转化成整型;(3分) (3)正确通过条件判断语句判断中奖并打印对应内容;(3分) (4)正确通过条件判断语句判断没中奖并打印对应内容;(3分) (5)实现中奖就结束的逻辑.(3分)",,0,0,,0,0
