id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,weType,isMySubject,answerStatus,compileEnvironment
1909133585835270145,0,1,"你的生日马上就要到了,为此你准备办一个生日聚会.你列出了想要邀请的好友名单,并保存在列表中,list_name = ['黄梓熙', '江伊洛', '徐彤彤', '吴雨萱', '罗兰妮', '李雪婷', '李婉茹', '王嘉怡', '李璐瑶'],妈妈为你准备生日蛋糕,需要统计你邀请的总人数,下列哪一项可以实现此功能?( )",changdu(list_name),length(list_name),len(list_name),size(list_name),C,len()命令可以求列表的长度.,0,0,0,0
1909133778353442817,0,1,"小明班里有40名同学,老师需要按照从小到大顺序打印出每名同学的编号,他使用学过的range()函数编程完成此任务,请问下面小明编写的哪一个程序可以实现此功能?( )","for value in range(1, 39): print(value)","for value in range(1, 40): print(value)","for value in range(1, 41): print(value)","for value in range(1, 42): print(value)",C,"range()命令中的第二个参赛表示的是结束的整数,但是不包括该整数,因为题目中有40名同学,而且开始是从1开始,那么最后一个数字应该是40.所以选C.",0,0,0,0
1909141286614781953,0,1,下面哪一个程序可以实现:使用for循环打印出3-30内能被3整除的所有数?( ),"for i in range(1,30,3): print(i)","for i in range(1,30): print(i)","for i in range(3,30): print(i)","for i in range(3,31,3): print(i)",D,"range语句三个参数分别表示:起始位置,结束位置(不含该整数),步长;根据题意,选D符合要求",0,0,0,0
1909141415228919810,0,1,"下列关于字符串(string)的说法,错误的是?( )","字符串(string)就是一系列字符,我们可以使用引号( ' 或 "" )来创建字符串","三引号("""""")允许一个字符串跨多行,字符串中可以包含换行符,制表符以及其他特殊字符","使用count(str)方法,可以统计字符串里某个字符出现的次数","使用len(string)方法,可以转换字符串中所有大写字符为小写",D,"考察字符串内建函数,len(string) 返回字符串长度",0,0,0,0
1909141460590317569,0,3,"在循环结构中,循环体只要开头和结尾缩进就可以,其他地方不需要缩进.(",,,,,0,循环结构中的循环体必须都要缩进.,0,0,0,0
1909141500724170754,0,3,"执行如下代码的运行结果是 CHNA.( ) for c in ""CHINA"" : if c == ""I"" : continue print(c, end="""")",,,,,1,"continue结束当次循环,继续执行后续次数循环.",0,0,0,0
1909141551053066241,0,3,"列表的数据项不需要是相同的数据类型,可以有整数,浮点数,字符串等,甚至可以是列表,元组和字典,各个元素之间使用分号进行分隔.( )",,,,,0,列表的数据元素之间之间使用逗号分隔.,0,0,0,0
1909141587563040769,0,3,"st='悠悠绿水傍林偎,日落观山四望回',如果想打印st的反序字符串:""回望四山观落日,偎林傍水绿悠悠"",可以使用语句print(st[::-1]).( )",,,,,1,"列表中[::-1]代表的是从后往前进行步长为-1的切片生成新的列表,实际上就是将原来的文本进行反转.",0,0,0,0
1909141635241517058,0,3,"小明在编写一个游戏程序,每一个关卡为一个独立的无限循环,当玩家的分数达到某个特定值时,游戏会结束当前关卡进入下一关,为完成此功能,小明使用了continue语句来跳过当前关卡,直接进入下一关.小明对Python语句的使用是正确的.( )",,,,,0,"错误.在小明的游戏程序中,每个关卡为一个独立的无限循环,continue语句的作用是跳过当前关卡结束后的一些额外处理(比如显示得分,播放动画等),再次进入本关的开始.continue并不会结束整个循环结构(即当前关卡),而是跳过当前迭代中continue语句之后的代码,回到循环的开始处继续下一次迭代(即再次进入本关).正确的用法应该是分数达到特定值时使用break语句.",0,0,0,0
1909141681513078786,0,3,"while语句和for语句的循环条件后都必须输入冒号,需要循环执行的语句必须有缩进.( )",,,,,1,"在python程序中,while和for语句循环条件后的冒号用于表示之前的语句是循环判断语句,缩进是为了区分循环体内的语句,这会使得程序代码更有层次和结构感.",0,0,0,0
1909141713154527233,0,3,"当创建的元组中只有一个元素时,需要在元素的后面增加逗号.( )",,,,,1,"当创建的元组中只有一个元素时,需要在元素的后面增加逗号.如果不加逗号,它就不是元组类型",0,0,0,0
1909141758560620545,0,3,"有字典price = {'牛奶': '5元', '面包': '6元'},要想将面包的价格改为8元,应该使用price{'面包'} = '8元'.( )",,,,,0,"要想将面包的价格改为8元,应该使用price['面包'] = '8元'.",0,0,0,0
1909141786811080706,0,3,"元组(tuple)与列表(list)类似,都使用方括号定义,不同点是元组一旦定义,在程序生命周期内内容不可被修改.( )",,,,,0,"此题考查元组的概念,特点,以及元组定义的语法,元组定义使用圆括号和逗号,区别于列表定义使用方括号和逗号.",0,0,0,0
1909141835020029954,0,3,"对 str = ""A+B+C"",执行 str.split(""+"") 后的结果是['A'+'B'+'C'].( )",,,,,0,"字符串.split()方法的作用是返回一个列表,生成列表的元素是由该方法的参数分隔而成的,列表的元素之间用"",""分隔.",0,0,0,0
1909144474331959298,0,4,"输出字符串中部分字符 编写一段能够输出原字符串中某个字符(如果是多次出现的字符,则为第一次)出现前所有字符的代码.字符输出的方式不限,可以一个一个输出,也可以一起输出;可以一行一个输出,也可以输出在一行,但是必须是指定字符前面的所有字符都要有(包括空格和标点符号). 要求: (1)程序运行开始后,用户通过键盘输入截止的单个字符(格式为字符串),提示信息为""请输入截止字符:""; (2)必须用循环结构; (3)如果未遇到输入的截止字符,则直接输出原字符串所有内容; (4)如果遇到输入的截止字符,则终止循环,结束程序; (5)原字符串需要在程序中明确,为"" Reading a good book, like and many noble people talk"",程序中直接引用,无需用户通过键盘输入. (6)对于多次出现的字符,只需要输出第一次出现截止字符之前的字符;如:输入的截止字符为o,需要输出的字符中必须包含""Reading a g""(含空格)才为正确. 示例: 程序运行后提醒用户输入截止字符;从原字符串的第1个位置起,如果不是刚才输入的截止字符,则输出原字符串中的字符,如果遇到了输入的截止字符,则终止循环,结束程序. 请输入截止字符:a R e 友情提示: (1)由于考试平台暂不支持eval()命令,同学们可以选用其他命令;当然如果您使用了,只要程序是正确的,我们阅卷时依然按照正常处理. (2)用户输入语句会在控制台自动输出,不影响评测结果,如下图所示:",,,,,,"标准答案: 参考程序: str=""Reading a good book, like and many noble people talk"" c=input(""请输入截止字符:"") for i in str: if i==c: break else: print(i) 试题难度:一般 试题解析: 评分标准: (1)用input()函数输入截止字符;(2分) (2)有循环语句(正确使用for或者while);(2分) (3)使用了if双分支条件语句或两次单分支if进行判断;(2分,两个分支各1分) (4)使用了break语句;(2分) (5)未到截止字符前,输出对应字符;(2分) (6)if条件语句中的条件正确;(2分) (7)程序运行正常,输出符合题意.(3分) 说明: input()默认读入的为字符串;从原字符串的第1个位置起,到输入的截止字符前为止,故循环枚举原字符串中的每一个字符,需要用if条件语句进行判断其和截止字符是否相同,如果不相同,则输出,继续枚举原字符串的下一个位置;如果if条件语句判断其和截止字符相同,则需执行break语句,中止循环并结束程序.",0,0,0,0
1909144547231715329,0,4,"学校老师统计了班级学生的成绩单如下,成绩是按照学号从1号到20号: 91,89,92,87,94,97,100,98,92,94,91,90,93,96,98,93,89,95,94,99 请你编写一个成绩查询程序,输入学生学号,打印输出该学生的成绩. 要求: (1)如果输入的学号在1到20之间(包含1和20),则输出""该学生的成绩为**."" (2)如果输入的学号不在1到20之间,则输出""该学号不存在!"" 友情提示: 由于考试平台暂不支持eval()命令,同学们可以选用其他命令;当然如果您使用了,只要程序是正确的,我们阅卷时依然按照正常处理.",,,,,,"参考程序: cj = [91,89,92,87,94,97,100,98,92,94,91,90,93,96,98,93,89,95,94,99] num = int(input(""请输入学生学号:"")) if num >0 and num<21: print(""该学生的成绩为:"",cj[num-1] ) else: print(""该学号不存在!"" ) 提示:以上程序仅供参考,只要程序符合要求均可. 试题难度:一般 试题解析: 评分标准: (1)建立了列表或者元组,字典等,用于保存成绩;(2分) (2)有输入语句,有提示语;(各1分,共2分) (3)有数据类型转换,并且转换正确;(2分) (4)有条件语句;(每个分支1分,共2分) (5)有输出语句,并且提示语句正确;(每个提示语句1分,共计2分) (6)学号判断正确;(2分) (7)程序运行正常,符合题意.(3分)",0,0,0,0
