id,version,type,title,optionA,optionB,optionC,optionD,answer,analyzeContent,examDots,difficultyLevel,weType,isMySubject,knowledgeNames,answerStatus,compileEnvironment
9435,0,3,"每次进入更深一层递归时,问题规模相比上次递归都应有所增大.( )",,,,,0,"每次进入更深一层递归时,问题规模相比上次递归都应有所减少.","35,",3,0,0,递归与递推,0,0
9436,0,3,"位置参数和关键字参数是函数调用时的概念,当二者共存时,关键字参数必须写在未知参数之前,否则会造成语法错误.( )",,,,,0,"当二者共存时,关键字参数必须写在位置参数之后,否则会造成语法错误.","35,",3,0,0,函数的相关概念,0,0
9437,0,3,"一个函数可以没有参数,也可以有多个参数,但是参数的个数必须是确定的.( )",,,,,0,函数的参数个数可以是不确定的.,"35,",3,0,0,函数的相关概念,0,0
9438,0,3,不了解函数内部实现细节就没有办法使用该函数.( ),,,,,0,"调用函数时,只需要知道函数名及函数的输入,输出即可,不需要知道函数的实现细节.","35,",3,0,0,函数的相关概念,0,0
9439,0,3,"小明编写如下函数, def jiafa(x,y=0): return x+y 他用语句 jiafa(10) 调用函数,程序将提示运行错误.( )",,,,,0,"函数调用时,可以不给函数参数中的默认参数传值,故调用函数时返回结果10,并不会提示运行错误.","35,",4,0,0,函数的相关概念,0,0
9440,0,3,if n == 1: return 1 else: fun(n-1) * 2 print(fun(3)),,,,,0,"递归函数需要有return语句返回,即return fun(n-1)*2.","35,",4,0,0,递归与递推,0,0
9441,0,3,"空间复杂度是指算法被编写成程序后,在计算机中运行时所需存储空间大小的度量,记作S(n),其中n为问题的规模或大小.( )",,,,,1,"空间复杂度是指算法被编写成程序后,在计算机中运行时所需存储空间大小的度量,记作S(n),其中n为问题的规模或大小.","35,",4,0,0,时间复杂度与空间复杂度,0,0
9442,0,3,自定义函数可以没有参数.( ),,,,,1,"自定义函数可以没有参数,是正确的","35,",3,0,0,自定义函数的创建与调用,0,0
9443,0,3,分治算法一定会用到递归.( ),,,,,0,"分治算法不一定会用到递归.例如,对分查找也属于分治,但没有用到递归.","35,",4,0,0,"分治算法,递归与递推",0,0
9444,0,3,"调用库时为方便后续代码编写,可给其取一个别名,比如将matplotlib命名为plt.( )",,,,,1,"调用库时为方便后续代码编写,可给其取一个别名.","35,",4,0,0,"第三方库(模块)的获取,安装与调用",0,0
9445,1,4,"已知某c的第n项计算步骤如下: 小明编写程序计算第n项的结果.首先从键盘输入n,然后利用上述递推关系计算结果,请完善划线处的代码. def fc(n): if n ==1: ① else: a=6*n-1 b=8*n+3 return ② m=int(input(""请输入一个整数:"")) if not isinstance(m,int):     #判断输入的m是否为整数 print('请输入一个整数') else: print( ③ )",,,,,"<p><p><strong>参考程序:</strong></p><p><span>def fc(n):</span></p><span>&nbsp; &nbsp; if n ==1:</span><br><span>&nbsp; &nbsp; &nbsp; &nbsp;&nbsp;<span><strong>return</strong></span></span><span><strong>&nbsp;1</strong></span><span><strong>&nbsp;</strong></span><br><span>&nbsp; &nbsp; else:</span><br><span>&nbsp; &nbsp; &nbsp; &nbsp; a=6*n-1</span><br><span>&nbsp; &nbsp; &nbsp; &nbsp; b=8*n+3</span><br><span>&nbsp; &nbsp; &nbsp; &nbsp; return&nbsp;</span><span>&nbsp;<span>a<strong>*fc(n-1)/b</strong></span></span><br><span>m=int(input(""请输入一个整数:""))</span><br><span>if not isinstance(m,int):&nbsp; &nbsp; &nbsp;#判断输入的m是否为整数</span><br><span>&nbsp; &nbsp; print('请输入一个整数')</span><br><span>else:</span><br></p><p><span>&nbsp; &nbsp; print(<span><strong>fc(m)</strong></span></span><span>)</span></p><p><strong>说明:</strong><span>本题中已知c的第n项计算公式,第1项时c的值为1,第2项可以由第1项的基础上用公式计算,程序中编写了函数fc实现计算c的结果,在函数fc中,第1项时返回1,故①处代码是return 1 ;函数fc中②处代码是计算第n的数据,由递推公式可知该处代码是a*fc(n-1)/b&nbsp;,③处代码是将输入的第m项调用函数fc计算结果,故该处的代码是fc(m).</span></p><p></p>",评分标准: (1)return 1;(3分) (2)a*fc(n-1)/b;(3分) (3)fc(m).(2分),"35,",,0,0,,0,0
9446,1,4,"请补全下列代码,编程实现用递归的方法输出九九乘法表. def get_result(num): if num == 1: print("" ① "") else: get_result( ② ) for i in range(1, ③ ): print(""%d * %d = %d"" % (i, num, i * num), end=""  "") print() get_result( ④ )",,,,,"<p><strong>参考程序:</strong></p><p>def get_result(num):&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;if num == 1:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;print(""<span><strong>1 * 1 = 1</strong></span>"")&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;else:</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;get_result(<span><strong>num - 1</strong></span>)</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;for i in range(1,<span><strong>num + 1</strong></span>):&nbsp;</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;print(""%d * %d = %d"" % (i, num, i * num), end=""&nbsp; "")</p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;print()</p><p>get_result(<span><strong>9</strong></span>)</p>",评分标准: (1)1*1=1;(3分) (2)num-1;(3分) (3)num+1;(2分) (4)9.(2分),"35,",,0,0,,0,0
9447,0,4,"有一只蜗牛在井底,井深n米.蜗牛每天往上爬a米,又会往回滑b米. 请从键盘接收输入整数n,a,b,用空格隔开. 并完成下列程序,计算蜗牛爬出这口井需要几天. n,a,b=input(""请输入井深,蜗牛每天往上爬几米,蜗牛滑下几米:""). ① n,a,b= ② pos=0 i=0 while ③ : ④ ⑤ print(""第%d天,蜗牛距离井口%d米;""%(i,n-pos)) print(""第%d天,蜗牛成功离开了深井!!""%( ⑥ ))","n,a,b=input(""请输入井深,蜗牛每天往上爬几米,蜗牛滑下几米:""). split() n,a,b= int(n),int(a),int(b) pos=0 i=0 while pos+a : i+=1 pos+=(a-b) print(""第%d天,蜗牛距离井口%d米;""%(i,n-pos)) print(""第%d天,蜗牛成功离开了深井!!""%( i+1 ))",,,,"<p><p><strong>参考程序:</strong></p><p><span>n,a,b=input(""请输入井深,蜗牛每天往上爬几米,蜗牛滑下几米:"").</span><span><strong>split()</strong></span></p><span>n,a,b=</span><span><strong>int(n),int(a),int(b)</strong></span><br><span>pos=0</span><br><span>i=0</span><br><span>while&nbsp;</span><span><strong>pos+a<n< strong=""""></n<></strong></span><strong><span>:</span><br><span>&nbsp; &nbsp;&nbsp;</span><span><strong>i+=1</strong></span><br><span>&nbsp; &nbsp;&nbsp;</span><span><strong>pos+=(a-b)</strong></span><br><span>print(""第%d天,蜗牛距离井口%d米;""%(i,n-pos))</span><br><span>print(""第%d天,蜗牛成功离开了深井!!""%(</span><span><strong>i+1</strong></span><span>))</span></strong></p>","评分标准: (1)split();(2分) (2)int(n),int(a),int(b);(2分) (3)pos+a (4)i+=1;(2分) (5)pos+=(a-b);(2分) (6)i+1.(2分)","35,",,0,0,,0,0
